"Country or Area","Year","Area","Sex","Language","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Ecuador","2010","Urban","Female","Foreign","Census - de facto - complete tabulation","Final figure, complete","2012","125084","27"
"Ecuador","2010","Urban","Female","Awapít","Census - de facto - complete tabulation","Final figure, complete","2012","104","27"
"Ecuador","2010","Urban","Female","Achuar Chic","Census - de facto - complete tabulation","Final figure, complete","2012","1316","27"
"Ecuador","2010","Urban","Female","Cha`Palaa","Census - de facto - complete tabulation","Final figure, complete","2012","383","27"
"Ecuador","2010","Urban","Female","A`Ingae","Census - de facto - complete tabulation","Final figure, complete","2012","12","27"
"Ecuador","2010","Urban","Female","Zia Pedee","Census - de facto - complete tabulation","Final figure, complete","2012","7","27"
"Ecuador","2010","Urban","Female","Paicoca","Census - de facto - complete tabulation","Final figure, complete","2012","15","27"
"Ecuador","2010","Urban","Female","Shiwiar Chi","Census - de facto - complete tabulation","Final figure, complete","2012","73","27"
"Ecuador","2010","Urban","Female","Shuar Chich","Census - de facto - complete tabulation","Final figure, complete","2012","2162","27"
"Ecuador","2010","Urban","Female","Tsa`Fiqui","Census - de facto - complete tabulation","Final figure, complete","2012","160","27"
"Ecuador","2010","Urban","Female","Waotededo","Census - de facto - complete tabulation","Final figure, complete","2012","54","27"
"Ecuador","2010","Urban","Female","Zapara","Census - de facto - complete tabulation","Final figure, complete","2012","52","27"
"Ecuador","2010","Urban","Female","Andoa","Census - de facto - complete tabulation","Final figure, complete","2012","48","27"
"Ecuador","2010","Urban","Female","Kichwa","Census - de facto - complete tabulation","Final figure, complete","2012","53523","27"
"Ecuador","2010","Rural","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2012","5498694","27"
"Ecuador","2010","Rural","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2012","2262","27"
"Ecuador","2010","Rural","Both Sexes","Castellano","Census - de facto - complete tabulation","Final figure, complete","2012","4858956","27"
"Ecuador","2010","Rural","Both Sexes","Foreign","Census - de facto - complete tabulation","Final figure, complete","2012","63886","27"
"Ecuador","2010","Rural","Both Sexes","Awapít","Census - de facto - complete tabulation","Final figure, complete","2012","2926","27"
"Ecuador","2010","Rural","Both Sexes","Achuar Chic","Census - de facto - complete tabulation","Final figure, complete","2012","10894","27"
"Ecuador","2010","Rural","Both Sexes","Cha`Palaa","Census - de facto - complete tabulation","Final figure, complete","2012","8643","27"
"Ecuador","2010","Rural","Both Sexes","A`Ingae","Census - de facto - complete tabulation","Final figure, complete","2012","1046","27"
"Ecuador","2010","Rural","Both Sexes","Zia Pedee","Census - de facto - complete tabulation","Final figure, complete","2012","498","27"
"Ecuador","2010","Rural","Both Sexes","Paicoca","Census - de facto - complete tabulation","Final figure, complete","2012","462","27"
"Ecuador","2010","Rural","Both Sexes","Shiwiar Chi","Census - de facto - complete tabulation","Final figure, complete","2012","792","27"
"Ecuador","2010","Rural","Both Sexes","Shuar Chich","Census - de facto - complete tabulation","Final figure, complete","2012","57600","27"
"Ecuador","2010","Rural","Both Sexes","Tsa`Fiqui","Census - de facto - complete tabulation","Final figure, complete","2012","2542","27"
"Ecuador","2010","Rural","Both Sexes","Waotededo","Census - de facto - complete tabulation","Final figure, complete","2012","1673","27"
"Ecuador","2010","Rural","Both Sexes","Zapara","Census - de facto - complete tabulation","Final figure, complete","2012","277","27"
"Ecuador","2010","Rural","Both Sexes","Andoa","Census - de facto - complete tabulation","Final figure, complete","2012","225","27"
"Ecuador","2010","Rural","Both Sexes","Kichwa","Census - de facto - complete tabulation","Final figure, complete","2012","486012","27"
"Ecuador","2010","Rural","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2012","2776260","27"
"Ecuador","2010","Rural","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2012","1137","27"
"Ecuador","2010","Rural","Male","Castellano","Census - de facto - complete tabulation","Final figure, complete","2012","2463202","27"
"Ecuador","2010","Rural","Male","Foreign","Census - de facto - complete tabulation","Final figure, complete","2012","33716","27"
"Ecuador","2010","Rural","Male","Awapít","Census - de facto - complete tabulation","Final figure, complete","2012","1536","27"
"Ecuador","2010","Rural","Male","Achuar Chic","Census - de facto - complete tabulation","Final figure, complete","2012","5579","27"
"Ecuador","2010","Rural","Male","Cha`Palaa","Census - de facto - complete tabulation","Final figure, complete","2012","4477","27"
"Ecuador","2010","Rural","Male","A`Ingae","Census - de facto - complete tabulation","Final figure, complete","2012","526","27"
"Ecuador","2010","Rural","Male","Zia Pedee","Census - de facto - complete tabulation","Final figure, complete","2012","262","27"
"Ecuador","2010","Rural","Male","Paicoca","Census - de facto - complete tabulation","Final figure, complete","2012","244","27"
"Ecuador","2010","Rural","Male","Shiwiar Chi","Census - de facto - complete tabulation","Final figure, complete","2012","393","27"
"Ecuador","2010","Rural","Male","Shuar Chich","Census - de facto - complete tabulation","Final figure, complete","2012","28909","27"
"Ecuador","2010","Rural","Male","Tsa`Fiqui","Census - de facto - complete tabulation","Final figure, complete","2012","1312","27"
"Ecuador","2010","Rural","Male","Waotededo","Census - de facto - complete tabulation","Final figure, complete","2012","897","27"
"Ecuador","2010","Rural","Male","Zapara","Census - de facto - complete tabulation","Final figure, complete","2012","155","27"
"Ecuador","2010","Rural","Male","Andoa","Census - de facto - complete tabulation","Final figure, complete","2012","109","27"
"Ecuador","2010","Rural","Male","Kichwa","Census - de facto - complete tabulation","Final figure, complete","2012","233806","27"
"Ecuador","2010","Rural","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2012","2722434","27"
"Ecuador","2010","Rural","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2012","1125","27"
"Ecuador","2010","Rural","Female","Castellano","Census - de facto - complete tabulation","Final figure, complete","2012","2395754","27"
"Ecuador","2010","Rural","Female","Foreign","Census - de facto - complete tabulation","Final figure, complete","2012","30170","27"
"Ecuador","2010","Rural","Female","Awapít","Census - de facto - complete tabulation","Final figure, complete","2012","1390","27"
"Ecuador","2010","Rural","Female","Achuar Chic","Census - de facto - complete tabulation","Final figure, complete","2012","5315","27"
"Ecuador","2010","Rural","Female","Cha`Palaa","Census - de facto - complete tabulation","Final figure, complete","2012","4166","27"
"Ecuador","2010","Rural","Female","A`Ingae","Census - de facto - complete tabulation","Final figure, complete","2012","520","27"
"Ecuador","2010","Rural","Female","Zia Pedee","Census - de facto - complete tabulation","Final figure, complete","2012","236","27"
"Ecuador","2010","Rural","Female","Paicoca","Census - de facto - complete tabulation","Final figure, complete","2012","218","27"
"Ecuador","2010","Rural","Female","Shiwiar Chi","Census - de facto - complete tabulation","Final figure, complete","2012","399","27"
"Ecuador","2010","Rural","Female","Shuar Chich","Census - de facto - complete tabulation","Final figure, complete","2012","28691","27"
"Ecuador","2010","Rural","Female","Tsa`Fiqui","Census - de facto - complete tabulation","Final figure, complete","2012","1230","27"
"Ecuador","2010","Rural","Female","Waotededo","Census - de facto - complete tabulation","Final figure, complete","2012","776","27"
"Ecuador","2010","Rural","Female","Zapara","Census - de facto - complete tabulation","Final figure, complete","2012","122","27"
"Ecuador","2010","Rural","Female","Andoa","Census - de facto - complete tabulation","Final figure, complete","2012","116","27"
"Ecuador","2010","Rural","Female","Kichwa","Census - de facto - complete tabulation","Final figure, complete","2012","252206","27"
"Estonia","2011","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2013","1294455",""
"Estonia","2011","Total","Both Sexes","Armenian","Census - de jure - complete tabulation","Final figure, complete","2013","717",""
"Estonia","2011","Total","Both Sexes","Azerbaijani","Census - de jure - complete tabulation","Final figure, complete","2013","656",""
"Estonia","2011","Total","Both Sexes","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2013","1664",""
"Estonia","2011","Total","Both Sexes","Chuvash","Census - de jure - complete tabulation","Final figure, complete","2013","151",""
"Estonia","2011","Total","Both Sexes","English","Census - de jure - complete tabulation","Final figure, complete","2013","878",""
"Estonia","2011","Total","Both Sexes","Estonian","Census - de jure - complete tabulation","Final figure, complete","2013","887216",""
"Estonia","2011","Total","Both Sexes","Finnish","Census - de jure - complete tabulation","Final figure, complete","2013","2621",""
"Estonia","2011","Total","Both Sexes","Georgian","Census - de jure - complete tabulation","Final figure, complete","2013","262",""
"Estonia","2011","Total","Both Sexes","German","Census - de jure - complete tabulation","Final figure, complete","2013","522",""
"Estonia","2011","Total","Both Sexes","Italian","Census - de jure - complete tabulation","Final figure, complete","2013","215",""
"Estonia","2011","Total","Both Sexes","Latvian","Census - de jure - complete tabulation","Final figure, complete","2013","999",""
"Estonia","2011","Total","Both Sexes","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2013","905",""
"Estonia","2011","Total","Both Sexes","Moldavian","Census - de jure - complete tabulation","Final figure, complete","2013","237",""
"Estonia","2011","Total","Both Sexes","Polish","Census - de jure - complete tabulation","Final figure, complete","2013","435",""
"Estonia","2011","Total","Both Sexes","Romany","Census - de jure - complete tabulation","Final figure, complete","2013","361",""
"Estonia","2011","Total","Both Sexes","Russian","Census - de jure - complete tabulation","Final figure, complete","2013","383118",""
"Estonia","2011","Total","Both Sexes","Spanish","Census - de jure - complete tabulation","Final figure, complete","2013","189",""
"Estonia","2011","Total","Both Sexes","Swedish","Census - de jure - complete tabulation","Final figure, complete","2013","285",""
"Estonia","2011","Total","Both Sexes","Tatar","Census - de jure - complete tabulation","Final figure, complete","2013","806",""
"Estonia","2011","Total","Both Sexes","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2013","8016",""
"Estonia","2011","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2013","2479",""
"Estonia","2011","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","1723",""
"Estonia","2011","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2013","600526",""
"Estonia","2011","Total","Male","Armenian","Census - de jure - complete tabulation","Final figure, complete","2013","422",""
"Estonia","2011","Total","Male","Azerbaijani","Census - de jure - complete tabulation","Final figure, complete","2013","428",""
"Estonia","2011","Total","Male","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2013","566",""
"Estonia","2011","Total","Male","Chuvash","Census - de jure - complete tabulation","Final figure, complete","2013","58",""
"Estonia","2011","Total","Male","English","Census - de jure - complete tabulation","Final figure, complete","2013","665",""
"Estonia","2011","Total","Male","Estonian","Census - de jure - complete tabulation","Final figure, complete","2013","415579",""
"Estonia","2011","Total","Male","Finnish","Census - de jure - complete tabulation","Final figure, complete","2013","1269",""
"Estonia","2011","Total","Male","Georgian","Census - de jure - complete tabulation","Final figure, complete","2013","167",""
"Estonia","2011","Total","Male","German","Census - de jure - complete tabulation","Final figure, complete","2013","323",""
"Estonia","2011","Total","Male","Italian","Census - de jure - complete tabulation","Final figure, complete","2013","171",""
"Estonia","2011","Total","Male","Latvian","Census - de jure - complete tabulation","Final figure, complete","2013","391",""
"Estonia","2011","Total","Male","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2013","402",""
"Estonia","2011","Total","Male","Moldavian","Census - de jure - complete tabulation","Final figure, complete","2013","139",""
"Estonia","2011","Total","Male","Polish","Census - de jure - complete tabulation","Final figure, complete","2013","181",""
"Estonia","2011","Total","Male","Romany","Census - de jure - complete tabulation","Final figure, complete","2013","170",""
"Estonia","2011","Total","Male","Russian","Census - de jure - complete tabulation","Final figure, complete","2013","172771",""
"Estonia","2011","Total","Male","Spanish","Census - de jure - complete tabulation","Final figure, complete","2013","121",""
"Estonia","2011","Total","Male","Swedish","Census - de jure - complete tabulation","Final figure, complete","2013","209",""
"Estonia","2011","Total","Male","Tatar","Census - de jure - complete tabulation","Final figure, complete","2013","311",""
"Estonia","2011","Total","Male","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2013","3729",""
"Estonia","2011","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2013","1502",""
"Estonia","2011","Total","Male","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","952",""
"Estonia","2011","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2013","693929",""
"Estonia","2011","Total","Female","Armenian","Census - de jure - complete tabulation","Final figure, complete","2013","295",""
"Estonia","2011","Total","Female","Azerbaijani","Census - de jure - complete tabulation","Final figure, complete","2013","228",""
"Estonia","2011","Total","Female","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2013","1098",""
"Estonia","2011","Total","Female","Chuvash","Census - de jure - complete tabulation","Final figure, complete","2013","93",""
"Estonia","2011","Total","Female","English","Census - de jure - complete tabulation","Final figure, complete","2013","213",""
"Estonia","2011","Total","Female","Estonian","Census - de jure - complete tabulation","Final figure, complete","2013","471637",""
"Estonia","2011","Total","Female","Finnish","Census - de jure - complete tabulation","Final figure, complete","2013","1352",""
"Estonia","2011","Total","Female","Georgian","Census - de jure - complete tabulation","Final figure, complete","2013","95",""
"Estonia","2011","Total","Female","German","Census - de jure - complete tabulation","Final figure, complete","2013","199",""
"Estonia","2011","Total","Female","Italian","Census - de jure - complete tabulation","Final figure, complete","2013","44",""
"Estonia","2011","Total","Female","Latvian","Census - de jure - complete tabulation","Final figure, complete","2013","608",""
"Estonia","2011","Total","Female","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2013","503",""
"Estonia","2011","Total","Female","Moldavian","Census - de jure - complete tabulation","Final figure, complete","2013","98",""
"Estonia","2011","Total","Female","Polish","Census - de jure - complete tabulation","Final figure, complete","2013","254",""
"Estonia","2011","Total","Female","Romany","Census - de jure - complete tabulation","Final figure, complete","2013","191",""
"Estonia","2011","Total","Female","Russian","Census - de jure - complete tabulation","Final figure, complete","2013","210347",""
"Estonia","2011","Total","Female","Spanish","Census - de jure - complete tabulation","Final figure, complete","2013","68",""
"Estonia","2011","Total","Female","Swedish","Census - de jure - complete tabulation","Final figure, complete","2013","76",""
"Estonia","2011","Total","Female","Tatar","Census - de jure - complete tabulation","Final figure, complete","2013","495",""
"Estonia","2011","Total","Female","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2013","4287",""
"Estonia","2011","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2013","977",""
"Estonia","2011","Total","Female","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","771",""
"Estonia","2011","Urban","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2013","879157",""
"Estonia","2011","Urban","Both Sexes","Armenian","Census - de jure - complete tabulation","Final figure, complete","2013","670",""
"Estonia","2011","Urban","Both Sexes","Azerbaijani","Census - de jure - complete tabulation","Final figure, complete","2013","605",""
"Estonia","2011","Urban","Both Sexes","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2013","1520",""
"Estonia","2011","Urban","Both Sexes","Chuvash","Census - de jure - complete tabulation","Final figure, complete","2013","125",""
"Estonia","2011","Urban","Both Sexes","English","Census - de jure - complete tabulation","Final figure, complete","2013","680",""
"Estonia","2011","Urban","Both Sexes","Estonian","Census - de jure - complete tabulation","Final figure, complete","2013","507707",""
"Estonia","2011","Urban","Both Sexes","Finnish","Census - de jure - complete tabulation","Final figure, complete","2013","1868",""
"Estonia","2011","Urban","Both Sexes","Georgian","Census - de jure - complete tabulation","Final figure, complete","2013","235",""
"Estonia","2011","Urban","Both Sexes","German","Census - de jure - complete tabulation","Final figure, complete","2013","363",""
"Estonia","2011","Urban","Both Sexes","Italian","Census - de jure - complete tabulation","Final figure, complete","2013","193",""
"Estonia","2011","Urban","Both Sexes","Latvian","Census - de jure - complete tabulation","Final figure, complete","2013","784",""
"Estonia","2011","Urban","Both Sexes","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2013","763",""
"Estonia","2011","Urban","Both Sexes","Moldavian","Census - de jure - complete tabulation","Final figure, complete","2013","202",""
"Estonia","2011","Urban","Both Sexes","Polish","Census - de jure - complete tabulation","Final figure, complete","2013","378",""
"Estonia","2011","Urban","Both Sexes","Romany","Census - de jure - complete tabulation","Final figure, complete","2013","289",""
"Estonia","2011","Urban","Both Sexes","Russian","Census - de jure - complete tabulation","Final figure, complete","2013","351447",""
"Estonia","2011","Urban","Both Sexes","Spanish","Census - de jure - complete tabulation","Final figure, complete","2013","177",""
"Estonia","2011","Urban","Both Sexes","Swedish","Census - de jure - complete tabulation","Final figure, complete","2013","213",""
"Estonia","2011","Urban","Both Sexes","Tatar","Census - de jure - complete tabulation","Final figure, complete","2013","765",""
"Estonia","2011","Urban","Both Sexes","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2013","6731",""
"Estonia","2011","Urban","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2013","2112",""
"Estonia","2011","Urban","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","1330",""
"Estonia","2011","Urban","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2013","396719",""
"Estonia","2011","Urban","Male","Armenian","Census - de jure - complete tabulation","Final figure, complete","2013","393",""
"Estonia","2011","Urban","Male","Azerbaijani","Census - de jure - complete tabulation","Final figure, complete","2013","386",""
"Estonia","2011","Urban","Male","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2013","519",""
"Estonia","2011","Urban","Male","Chuvash","Census - de jure - complete tabulation","Final figure, complete","2013","51",""
"Estonia","2011","Urban","Male","English","Census - de jure - complete tabulation","Final figure, complete","2013","518",""
"Estonia","2011","Urban","Male","Estonian","Census - de jure - complete tabulation","Final figure, complete","2013","229061",""
"Estonia","2011","Urban","Male","Finnish","Census - de jure - complete tabulation","Final figure, complete","2013","884",""
"Estonia","2011","Urban","Male","Georgian","Census - de jure - complete tabulation","Final figure, complete","2013","149",""
"Estonia","2011","Urban","Male","German","Census - de jure - complete tabulation","Final figure, complete","2013","228",""
"Estonia","2011","Urban","Male","Italian","Census - de jure - complete tabulation","Final figure, complete","2013","153",""
"Estonia","2011","Urban","Male","Latvian","Census - de jure - complete tabulation","Final figure, complete","2013","315",""
"Estonia","2011","Urban","Male","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2013","339",""
"Estonia","2011","Urban","Male","Moldavian","Census - de jure - complete tabulation","Final figure, complete","2013","117",""
"Estonia","2011","Urban","Male","Polish","Census - de jure - complete tabulation","Final figure, complete","2013","156",""
"Estonia","2011","Urban","Male","Romany","Census - de jure - complete tabulation","Final figure, complete","2013","134",""
"Estonia","2011","Urban","Male","Russian","Census - de jure - complete tabulation","Final figure, complete","2013","157638",""
"Estonia","2011","Urban","Male","Spanish","Census - de jure - complete tabulation","Final figure, complete","2013","112",""
"Estonia","2011","Urban","Male","Swedish","Census - de jure - complete tabulation","Final figure, complete","2013","156",""
"Estonia","2011","Urban","Male","Tatar","Census - de jure - complete tabulation","Final figure, complete","2013","296",""
"Estonia","2011","Urban","Male","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2013","3111",""
"Estonia","2011","Urban","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2013","1260",""
"Estonia","2011","Urban","Male","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","743",""
"Estonia","2011","Urban","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2013","482438",""
"Estonia","2011","Urban","Female","Armenian","Census - de jure - complete tabulation","Final figure, complete","2013","277",""
"Estonia","2011","Urban","Female","Azerbaijani","Census - de jure - complete tabulation","Final figure, complete","2013","219",""
"Estonia","2011","Urban","Female","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2013","1001",""
"Estonia","2011","Urban","Female","Chuvash","Census - de jure - complete tabulation","Final figure, complete","2013","74",""
"Estonia","2011","Urban","Female","English","Census - de jure - complete tabulation","Final figure, complete","2013","162",""
"Estonia","2011","Urban","Female","Estonian","Census - de jure - complete tabulation","Final figure, complete","2013","278646",""
"Estonia","2011","Urban","Female","Finnish","Census - de jure - complete tabulation","Final figure, complete","2013","984",""
"Estonia","2011","Urban","Female","Georgian","Census - de jure - complete tabulation","Final figure, complete","2013","86",""
"Estonia","2011","Urban","Female","German","Census - de jure - complete tabulation","Final figure, complete","2013","135",""
"Estonia","2011","Urban","Female","Italian","Census - de jure - complete tabulation","Final figure, complete","2013","40",""
"Estonia","2011","Urban","Female","Latvian","Census - de jure - complete tabulation","Final figure, complete","2013","469",""
"Estonia","2011","Urban","Female","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2013","424",""
"Estonia","2011","Urban","Female","Moldavian","Census - de jure - complete tabulation","Final figure, complete","2013","85",""
"Estonia","2011","Urban","Female","Polish","Census - de jure - complete tabulation","Final figure, complete","2013","222",""
"Estonia","2011","Urban","Female","Romany","Census - de jure - complete tabulation","Final figure, complete","2013","155",""
"Estonia","2011","Urban","Female","Russian","Census - de jure - complete tabulation","Final figure, complete","2013","193809",""
"Estonia","2011","Urban","Female","Spanish","Census - de jure - complete tabulation","Final figure, complete","2013","65",""
"Estonia","2011","Urban","Female","Swedish","Census - de jure - complete tabulation","Final figure, complete","2013","57",""
"Estonia","2011","Urban","Female","Tatar","Census - de jure - complete tabulation","Final figure, complete","2013","469",""
"Estonia","2011","Urban","Female","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2013","3620",""
"Estonia","2011","Urban","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2013","852",""
"Estonia","2011","Urban","Female","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","587",""
"Estonia","2011","Rural","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2013","415298",""
"Estonia","2011","Rural","Both Sexes","Armenian","Census - de jure - complete tabulation","Final figure, complete","2013","47",""
"Estonia","2011","Rural","Both Sexes","Azerbaijani","Census - de jure - complete tabulation","Final figure, complete","2013","51",""
"Estonia","2011","Rural","Both Sexes","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2013","144",""
"Estonia","2011","Rural","Both Sexes","Chuvash","Census - de jure - complete tabulation","Final figure, complete","2013","26",""
"Estonia","2011","Rural","Both Sexes","English","Census - de jure - complete tabulation","Final figure, complete","2013","198",""
"Estonia","2011","Rural","Both Sexes","Estonian","Census - de jure - complete tabulation","Final figure, complete","2013","379509",""
"Estonia","2011","Rural","Both Sexes","Finnish","Census - de jure - complete tabulation","Final figure, complete","2013","753",""
"Estonia","2011","Rural","Both Sexes","Georgian","Census - de jure - complete tabulation","Final figure, complete","2013","27",""
"Estonia","2011","Rural","Both Sexes","German","Census - de jure - complete tabulation","Final figure, complete","2013","159",""
"Estonia","2011","Rural","Both Sexes","Italian","Census - de jure - complete tabulation","Final figure, complete","2013","22",""
"Estonia","2011","Rural","Both Sexes","Latvian","Census - de jure - complete tabulation","Final figure, complete","2013","215",""
"Estonia","2011","Rural","Both Sexes","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2013","142",""
"Estonia","2011","Rural","Both Sexes","Moldavian","Census - de jure - complete tabulation","Final figure, complete","2013","35",""
"Estonia","2011","Rural","Both Sexes","Polish","Census - de jure - complete tabulation","Final figure, complete","2013","57",""
"Estonia","2011","Rural","Both Sexes","Romany","Census - de jure - complete tabulation","Final figure, complete","2013","72",""
"Estonia","2011","Rural","Both Sexes","Russian","Census - de jure - complete tabulation","Final figure, complete","2013","31671",""
"Estonia","2011","Rural","Both Sexes","Spanish","Census - de jure - complete tabulation","Final figure, complete","2013","12",""
"Estonia","2011","Rural","Both Sexes","Swedish","Census - de jure - complete tabulation","Final figure, complete","2013","72",""
"Estonia","2011","Rural","Both Sexes","Tatar","Census - de jure - complete tabulation","Final figure, complete","2013","41",""
"Estonia","2011","Rural","Both Sexes","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2013","1285",""
"Estonia","2011","Rural","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2013","367",""
"Estonia","2011","Rural","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","393",""
"Estonia","2011","Rural","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2013","203807",""
"Estonia","2011","Rural","Male","Armenian","Census - de jure - complete tabulation","Final figure, complete","2013","29",""
"Estonia","2011","Rural","Male","Azerbaijani","Census - de jure - complete tabulation","Final figure, complete","2013","42",""
"Estonia","2011","Rural","Male","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2013","47",""
"Estonia","2011","Rural","Male","Chuvash","Census - de jure - complete tabulation","Final figure, complete","2013","7",""
"Estonia","2011","Rural","Male","English","Census - de jure - complete tabulation","Final figure, complete","2013","147",""
"Estonia","2011","Rural","Male","Estonian","Census - de jure - complete tabulation","Final figure, complete","2013","186518",""
"Estonia","2011","Rural","Male","Finnish","Census - de jure - complete tabulation","Final figure, complete","2013","385",""
"Estonia","2011","Rural","Male","Georgian","Census - de jure - complete tabulation","Final figure, complete","2013","18",""
"Estonia","2011","Rural","Male","German","Census - de jure - complete tabulation","Final figure, complete","2013","95",""
"Estonia","2011","Rural","Male","Italian","Census - de jure - complete tabulation","Final figure, complete","2013","18",""
"Estonia","2011","Rural","Male","Latvian","Census - de jure - complete tabulation","Final figure, complete","2013","76",""
"Estonia","2011","Rural","Male","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2013","63",""
"Estonia","2011","Rural","Male","Moldavian","Census - de jure - complete tabulation","Final figure, complete","2013","22",""
"Estonia","2011","Rural","Male","Polish","Census - de jure - complete tabulation","Final figure, complete","2013","25",""
"Estonia","2011","Rural","Male","Romany","Census - de jure - complete tabulation","Final figure, complete","2013","36",""
"Estonia","2011","Rural","Male","Russian","Census - de jure - complete tabulation","Final figure, complete","2013","15133",""
"Estonia","2011","Rural","Male","Spanish","Census - de jure - complete tabulation","Final figure, complete","2013","9",""
"Estonia","2011","Rural","Male","Swedish","Census - de jure - complete tabulation","Final figure, complete","2013","53",""
"Estonia","2011","Rural","Male","Tatar","Census - de jure - complete tabulation","Final figure, complete","2013","15",""
"Estonia","2011","Rural","Male","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2013","618",""
"Estonia","2011","Rural","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2013","242",""
"Estonia","2011","Rural","Male","Unknown","Census - de jure - complete tabulation","Final figure, complete","2013","209",""
"Estonia","2011","Rural","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2013","211491",""
"Estonia","2011","Rural","Female","Armenian","Census - de jure - complete tabulation","Final figure, complete","2013","18",""
"Estonia","2011","Rural","Female","Azerbaijani","Census - de jure - complete tabulation","Final figure, complete","2013","9",""
"Estonia","2011","Rural","Female","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2013","97",""
"Estonia","2011","Rural","Female","Chuvash","Census - de jure - complete tabulation","Final figure, complete","2013","19",""
"Estonia","2011","Rural","Female","English","Census - de jure - complete tabulation","Final figure, complete","2013","51",""
"Estonia","2011","Rural","Female","Estonian","Census - de jure - complete tabulation","Final figure, complete","2013","192991",""
"Estonia","2011","Rural","Female","Finnish","Census - de jure - complete tabulation","Final figure, complete","2013","368",""
"Estonia","2011","Rural","Female","Georgian","Census - de jure - complete tabulation","Final figure, complete","2013","9",""
"Estonia","2011","Rural","Female","German","Census - de jure - complete tabulation","Final figure, complete","2013","64",""
"Estonia","2011","Rural","Female","Italian","Census - de jure - complete tabulation","Final figure, complete","2013","4",""
"Estonia","2011","Rural","Female","Latvian","Census - de jure - complete tabulation","Final figure, complete","2013","139",""
"Estonia","2011","Rural","Female","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2013","79",""
"Estonia","2011","Rural","Female","Moldavian","Census - de jure - complete tabulation","Final figure, complete","2013","13",""
"Estonia","2011","Rural","Female","Polish","Census - de jure - complete tabulation","Final figure, complete","2013","32",""
"Estonia","2011","Rural","Female","Romany","Census - de jure - complete tabulation","Final figure, complete","2013","36",""
"Estonia","2011","Rural","Female","Russian","Census - de jure - complete tabulation","Final figure, complete","2013","16538",""
"Estonia","2011","Rural","Female","Spanish","Census - de jure - complete tabulation","Final figure, complete","2013","3",""
