# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 15:45:56 2023
#
# COLUMN tic_id:         TIC ID
# COLUMN hip_name:       HIP ID
# COLUMN hip_compname:   HIP Component ID
# COLUMN hd_name:        HD ID
# COLUMN hr_name:        HR ID
# COLUMN gj_name:        GJ ID
# COLUMN constellation:  Constellation ID
# COLUMN hostname:       Host Name
# COLUMN sy_dist:        Distance [pc]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_plx:         Parallax [mas]
# COLUMN sy_plxerr:      Parallax [mas] Unc
# COLUMN sy_plx_reflink: Parallax [mas] Reference
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr:     V (Johnson) Magnitude Unc
# COLUMN sy_vmag_reflink: V (Johnson) Magnitude Reference
# COLUMN sy_bvmag:       B-V (Johnson) Color [mag]
# COLUMN sy_bvmagerr:    B-V (Johnson) Color [mag] Unc
# COLUMN sy_bvmag_reflink: B-V (Johnson) Color [mag] Reference
# COLUMN sy_rcmag:       R (Cousins) Magnitude
# COLUMN sy_rcmag_reflink: R (Cousins) Magnitude Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_spectype_reflink: Spectral Type Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr:     Stellar Effective Temperature Unc. [K]
# COLUMN st_teff_reflink: Stellar Effective Temperature [K] Reference
# COLUMN st_lum:         Stellar Luminosity [log10(Solar)]
# COLUMN st_lumerr:      Stellar Luminosity Unc. [log10(Solar)]
# COLUMN st_lum_reflink: Stellar Luminosity [log10(Solar)] Reference
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_diam:        Stellar Angular Diameter [mas]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr:      Stellar Metallicity Unc. [dex]
# COLUMN st_met_reflink: Stellar Metallicity [dex] Reference
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr:     Stellar Surface Gravity Unc. [log10(cm/s**2)]
# COLUMN st_logg_reflink: Stellar Surface Gravity [log10(cm/s**2)] Reference
# COLUMN st_log_rhk:     Stellar Ca II Chromospheric Activity Index [log R HK]
# COLUMN st_log_rhk_reflink: Stellar Ca II Chromospheric Activity Index [log R HK] Reference
# COLUMN st_eei_orbsep:  Earth Equivalent Insolation Distance [au]
# COLUMN st_eei_angsep:  Earth Equivalent Insolation Distance [mas]
# COLUMN st_etwin_bratio: Earth Equivalent Planet-Star Ratio
# COLUMN st_etwin_rcmag: Earth Equivalent R (Cousins) Magnitude
# COLUMN st_eei_orbper:  Orbital Period at EEID [days]
# COLUMN st_etwin_rvamp: Earth Equivalent Radial Velocity Amplitude [cm/s]
# COLUMN st_etwin_astamp: Earth Equivalent Astrometric Amplitude [uas]
# COLUMN wds_designation: WDS Designation
# COLUMN wds_comp:       WDS Component
# COLUMN wds_sep:        WDS Separation [arcsec]
# COLUMN wds_deltamag:   WDS Delta mag
# COLUMN sy_disks_flag:  Disks Flag
# COLUMN sy_disks_flag_reflink: Disks Flag Reference
# COLUMN sy_planets_flag: Planets Flag
# COLUMN sy_pnum:        Number of Planets
# COLUMN target_group:   Target Group
#
tic_id,hip_name,hip_compname,hd_name,hr_name,gj_name,constellation,hostname,sy_dist,ra,dec,sy_plx,sy_plxerr,sy_plx_reflink,sy_vmag,sy_vmagerr,sy_vmag_reflink,sy_bvmag,sy_bvmagerr,sy_bvmag_reflink,sy_rcmag,sy_rcmag_reflink,st_spectype,st_spectype_reflink,st_teff,st_tefferr,st_teff_reflink,st_lum,st_lumerr,st_lum_reflink,st_rad,st_diam,st_mass,st_met,st_meterr,st_met_reflink,st_logg,st_loggerr,st_logg_reflink,st_log_rhk,st_log_rhk_reflink,st_eei_orbsep,st_eei_angsep,st_etwin_bratio,st_etwin_rcmag,st_eei_orbper,st_etwin_rvamp,st_etwin_astamp,wds_designation,wds_comp,wds_sep,wds_deltamag,sy_disks_flag,sy_disks_flag_reflink,sy_planets_flag,sy_pnum,target_group
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 88523071"" target=_blank>TIC 88523071</a>",HIP 14879,A,HD 20010 A,HR 963 A,GJ 127A,alf For,Dalim,13.9990,48.0188742,-28.9876220,71.4337,0.1320,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",3.800,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",0.543,0.015,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",3.540,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",F6V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",6195,50,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.6284,0.0151,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.790,1.189,1.25,-0.220,0.050,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",3.950,0.10,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.833,"<a href=""https://ui.adsabs.harvard.edu/abs/2018A&A...616A.108B/abstract"" target=_blank>2018A&A...616A.108B</a>",2.062,147.27,2.72e-11,29.95,967.0,5.61,0.354,03121-2859,A,5.40,3.21,N,,N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 279649057"" target=_blank>TIC 279649057</a>",HIP 15330,,HD 20766,HR 1006,GJ 136,zet1 Ret,Zeta1 Reticuli,12.0447,49.4423477,-62.5753201,83.0240,0.0438,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.513,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.641,0.007,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",5.160,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",G2IV,"<a href=""https://ui.adsabs.harvard.edu/abs/1989ApJS...71..245K/abstract"" target=_blank>1989ApJS...71..245K</a>",5710,13,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.1000,0.0115,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.911,0.703,1.01,-0.230,0.020,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.500,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.646,"<a href=""https://ui.adsabs.harvard.edu/abs/1996AJ....111..439H/abstract"" target=_blank>1996AJ....111..439H</a>",0.891,74.00,1.46e-10,29.75,305.8,9.49,0.220,03182-6230,B,309.10,-0.27,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 279649049"" target=_blank>TIC 279649049</a>",HIP 15371,,HD 20807,HR 1010,GJ 138,zet2 Ret,Zeta2 Reticuli,12.0394,49.5534120,-62.5063624,83.0606,0.0608,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.232,0.001,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.600,0.009,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",4.885,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",G1V,"<a href=""https://ui.adsabs.harvard.edu/abs/1989ApJS...71..245K/abstract"" target=_blank>1989ApJS...71..245K</a>",5847,13,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.0073,0.0119,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.983,0.759,1.07,-0.230,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.460,0.02,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.787,"<a href=""https://ui.adsabs.harvard.edu/abs/1996AJ....111..439H/abstract"" target=_blank>1996AJ....111..439H</a>",1.008,83.77,1.14e-10,29.74,357.6,8.66,0.235,03182-6230,A,309.10,0.27,N?,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 343813545"" target=_blank>TIC 343813545</a>",HIP 15457,,HD 20630,HR 996,GJ 137,kap1 Cet,Kappa1 Ceti,9.2762,49.8404013,3.3701986,107.8023,0.1838,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.850,0.008,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.681,0.006,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",4.438,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",G5V,"<a href=""https://ui.adsabs.harvard.edu/abs/1989ApJS...71..245K/abstract"" target=_blank>1989ApJS...71..245K</a>",5709,11,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.0669,0.0117,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.946,0.949,0.98,0.040,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.510,0.02,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.420,"<a href=""https://ui.adsabs.harvard.edu/abs/1996ApJ...457L..99B/abstract"" target=_blank>1996ApJ...457L..99B</a>",0.926,99.81,1.35e-10,29.11,328.7,9.45,0.306,03194+0322,A,263.60,3.94,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 301051051"" target=_blank>TIC 301051051</a>",HIP 15510,,HD 20794,HR 1008,GJ 139,82 Eri,82 Eridani,6.0414,49.9818788,-43.0697820,165.5242,0.0784,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.258,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.708,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",3.850,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",G6V,"<a href=""https://ui.adsabs.harvard.edu/abs/1989ApJS...71..245K/abstract"" target=_blank>1989ApJS...71..245K</a>",5432,12,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.1842,0.0091,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.913,1.406,0.97,-0.390,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.460,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.998,"<a href=""https://ui.adsabs.harvard.edu/abs/1996AJ....111..439H/abstract"" target=_blank>1996AJ....111..439H</a>",0.809,133.89,1.77e-10,28.23,269.8,10.16,0.415,,,,,Y,"<a href=""https://ui.adsabs.harvard.edu/abs/2016A&A...593A..51M/abstract"" target=_blank>2016A&A...593A..51M</a>",Y,4,B
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 262843771"" target=_blank>TIC 262843771</a>",HIP 16245,A,HD 22001 A,HR 1083 A,GJ 9118A,kap Ret A,Kappa Reticuli A,21.7816,52.3444893,-62.9375289,45.9103,0.0934,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.703,0.005,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.391,0.003,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",4.460,estimated,F3V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",6662,129,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.6881,0.0179,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.658,0.708,1.32,-0.170,0.060,"<a href=""https://ui.adsabs.harvard.edu/abs/2016ApJ...826..171G/abstract"" target=_blank>2016ApJ...826..171G</a>",4.310,0.14,"<a href=""https://ui.adsabs.harvard.edu/abs/2015ApJ...804..146D/abstract"" target=_blank>2015ApJ...804..146D</a>",-5.037,"<a href=""https://ui.adsabs.harvard.edu/abs/2013A&A...551L...8P/abstract"" target=_blank>2013A&A...551L...8P</a>",2.208,101.38,2.37e-11,31.02,1043.3,5.27,0.231,03294-6256,A,54.40,6.00,N,,N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 118572803"" target=_blank>TIC 118572803</a>",HIP 16537,,HD 22049,HR 1084,GJ 144,eps Eri,Ran,3.2198,53.2326854,-9.4582610,310.5773,0.1355,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",3.718,0.003,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.881,0.007,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",3.225,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",K2V,"<a href=""https://ui.adsabs.harvard.edu/abs/1989ApJS...71..245K/abstract"" target=_blank>1989ApJS...71..245K</a>",5098,10,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.4707,0.0101,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.746,2.154,0.78,-0.080,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.550,0.02,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.455,"<a href=""https://ui.adsabs.harvard.edu/abs/1996ApJ...457L..99B/abstract"" target=_blank>1996ApJ...457L..99B</a>",0.582,180.65,3.42e-10,26.89,183.5,13.36,0.696,03329-0927,A,15.00,15.52,Y,"<a href=""https://ui.adsabs.harvard.edu/abs/2009ApJ...690.1522B/abstract"" target=_blank>2009ApJ...690.1522B</a>",Y,1,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 311092847"" target=_blank>TIC 311092847</a>",HIP 16852,,HD 22484,HR 1101,GJ 147,10 Tau,10 Tauri,13.9204,54.2182654,0.4016645,71.8370,0.1503,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.291,0.006,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.575,0.008,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",3.955,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",F9IV-V,"<a href=""https://ui.adsabs.harvard.edu/abs/1989ApJS...71..245K/abstract"" target=_blank>1989ApJS...71..245K</a>",5996,9,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.4868,0.0171,"<a href=""https://ui.adsabs.harvard.edu/abs/2017ApJ...836...77Y/abstract"" target=_blank>2017ApJ...836...77Y</a>",1.623,1.084,1.14,-0.080,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.100,0.02,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-5.120,"<a href=""https://ui.adsabs.harvard.edu/abs/2004ApJS..152..261W/abstract"" target=_blank>2004ApJS..152..261W</a>",1.752,125.82,3.77e-11,30.01,793.0,6.37,0.331,,,,,Y,"<a href=""https://ui.adsabs.harvard.edu/abs/2008ApJ...674.1086T/abstract"" target=_blank>2008ApJ...674.1086T</a>",N,0,B
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 38511251"" target=_blank>TIC 38511251</a>",HIP 17378,,HD 23249,HR 1136,GJ 150,del Eri,Rana,9.0888,55.8120856,-9.7633919,110.0254,0.1944,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",3.537,0.008,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.922,0.007,"<a href=""https://ui.adsabs.harvard.edu/abs/1997A&AS..124..349M/abstract"" target=_blank>1997A&AS..124..349M</a>",3.020,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",K0+IV,"<a href=""https://ui.adsabs.harvard.edu/abs/1989ApJS...71..245K/abstract"" target=_blank>1989ApJS...71..245K</a>",5045,24,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.4685,0.0151,"<a href=""https://ui.adsabs.harvard.edu/abs/2017ApJ...836...77Y/abstract"" target=_blank>2017ApJ...836...77Y</a>",2.245,2.297,0.87,0.090,0.020,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",3.780,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-5.184,"<a href=""https://ui.adsabs.harvard.edu/abs/1996ApJ...457L..99B/abstract"" target=_blank>1996ApJ...457L..99B</a>",1.715,188.68,3.94e-11,29.03,879.4,7.37,0.651,,,,,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 121078878"" target=_blank>TIC 121078878</a>",HIP 17651,,HD 23754,HR 1173,GJ 155,27 Eri,27 Eridani,17.7847,56.7120305,-23.2497228,56.2281,0.1393,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.210,0.005,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.428,0.007,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",3.970,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",F5IV-V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",6685,80,"<a href=""https://ui.adsabs.harvard.edu/abs/2011A&A...530A.138C/abstract"" target=_blank>2011A&A...530A.138C</a>",0.7049,0.0183,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.678,0.878,1.33,0.080,0.060,"<a href=""https://ui.adsabs.harvard.edu/abs/2016ApJ...826..171G/abstract"" target=_blank>2016ApJ...826..171G</a>",4.141,0.09,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",-4.855,"<a href=""https://ui.adsabs.harvard.edu/abs/2009A&A...493.1099S/abstract"" target=_blank>2009A&A...493.1099S</a>",2.251,126.59,2.28e-11,30.57,1069.8,5.20,0.286,,,,,N,,N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 9150015"" target=_blank>TIC 9150015</a>",HIP 18859,,HD 25457,HR 1249,GJ 159,,HD 25457,18.7070,60.6531011,-0.2689222,53.4559,0.0702,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.361,0.012,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.516,0.007,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",5.045,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",F7V,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",6268,26,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.3062,0.0156,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.206,0.600,1.21,0.100,0.030,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.340,0.04,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.390,"<a href=""https://ui.adsabs.harvard.edu/abs/2004ApJS..152..261W/abstract"" target=_blank>2004ApJS..152..261W</a>",1.423,76.05,5.72e-11,30.65,563.4,6.86,0.189,,,,,Y,"<a href=""https://ui.adsabs.harvard.edu/abs/2008ApJ...677..630H/abstract"" target=_blank>2008ApJ...677..630H</a>",N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 353257675"" target=_blank>TIC 353257675</a>",HIP 19335,,HD 25998,HR 1278,GJ 9145,50 Per,50 Persei,21.1919,62.1525715,38.0397386,47.1878,0.0734,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.522,0.004,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",0.520,0.005,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",5.218,estimated,F8V,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",6381,74,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.3627,0.0164,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.242,0.545,1.18,0.190,0.080,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.610,0.14,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.401,"<a href=""https://ui.adsabs.harvard.edu/abs/1996ApJ...457L..99B/abstract"" target=_blank>1996ApJ...457L..99B</a>",1.518,71.65,5.02e-11,30.97,629.1,6.72,0.182,,,,,N,,N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 67772871"" target=_blank>TIC 67772871</a>",HIP 19849,A,HD 26965 A,HR 1325 A,GJ 166A,40 Eri A,Keid,5.0098,63.8179984,-7.6528697,199.6080,0.1208,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.415,0.003,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.820,0.000,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",3.960,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",K0.5V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",5133,43,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.3875,0.0064,"<a href=""https://ui.adsabs.harvard.edu/abs/2017ApJ...836...77Y/abstract"" target=_blank>2017ApJ...836...77Y</a>",0.809,1.503,0.86,-0.290,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.520,0.02,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.872,"<a href=""https://ui.adsabs.harvard.edu/abs/1996ApJ...457L..99B/abstract"" target=_blank>1996ApJ...457L..99B</a>",0.640,127.77,2.82e-10,27.83,201.7,12.13,0.446,04153-0739,A,82.70,4.88,N,,Y,1,A
