# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 14:48:23 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_name like '%kepler-11%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN hd_name:        HD ID
# COLUMN hip_name:       HIP ID
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,disc_telescope,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
Kepler-1168 b,Kepler-1168,b,,,TIC 158412890,Gaia DR2 2131048324286015104,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,55.82265390,0.266300,2.500,0.223,6.80000,0.02140,M-R relationship,0.000000,4.11,379,0,0.02752,,5157.00,0.82,0.87,0.130,[Fe/H],-0.530,4.56,4.270,2.97042,,,,19h09m11.47s,287.2977834,+47d27m19.76s,47.4554880,752.6660000,15.7550000,13.6860000,15.6088000
Kepler-1169 b,Kepler-1169,b,,,TIC 271354748,Gaia DR2 2080098840942920704,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,6.11009134,0.070900,0.940,0.084,0.77900,0.00245,M-R relationship,0.000000,348.05,1125,0,0.00732,,6191.00,1.23,1.24,0.260,[Fe/H],0.262,4.35,1.380,0.75322,,,-54.26,19h39m38.78s,294.9115874,+46d29m29.30s,46.4914718,522.8230000,12.7070000,11.4090000,12.6852000
Kepler-117 b,Kepler-117,b,,,TIC 299032847,Gaia DR2 2130959744881558272,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,18.79592280,0.144500,8.059,0.719,29.87500,0.09400,Mass,0.049300,157.54,984,1,0.04630,F8 V,6150.00,1.61,1.13,-0.040,[Fe/H],0.538,4.10,5.300,0.41000,6.0000,,-12.95,19h15m10.34s,288.7930651,+48d02m24.63s,48.0401760,1455.5700000,14.2820000,13.0110000,14.2472000
Kepler-117 c,Kepler-117,c,,,TIC 299032847,Gaia DR2 2130959744881558272,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,50.79039100,0.280400,12.341,1.101,584.78000,1.84000,Mass,0.032300,41.86,704,1,0.07052,F8 V,6150.00,1.61,1.13,-0.040,[Fe/H],0.538,4.10,5.300,0.41000,6.0000,,-12.95,19h15m10.34s,288.7930651,+48d02m24.63s,48.0401760,1455.5700000,14.2820000,13.0110000,14.2472000
Kepler-1170 b,Kepler-1170,b,,,TIC 63125460,Gaia DR2 2125965007156694528,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,9.98969327,0.088000,2.410,0.215,6.39000,0.02010,M-R relationship,0.000000,69.54,705,0,0.02931,,5069.00,0.76,0.80,-0.090,[Fe/H],-0.338,4.58,4.900,1.80506,,,,19h28m40.45s,292.1685422,+43d46m46.55s,43.7795963,1050.4500000,16.2040000,13.8060000,15.9093000
Kepler-1171 b,Kepler-1171,b,,,TIC 138888759,Gaia DR2 2052136752727511552,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,1.44259224,0.028400,2.560,0.228,7.08000,0.02230,M-R relationship,0.000000,10171.00,2700,0,0.01226,,7044.00,1.95,1.58,-0.010,[Fe/H],0.869,4.05,1.350,0.47547,,,,19h39m50.14s,294.9589285,+38d35m29.75s,38.5915968,573.0000000,11.6470000,10.5470000,11.4587000
Kepler-1172 b,Kepler-1172,b,,,TIC 122507231,Gaia DR2 2051103314872392192,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,26.02044230,0.168000,3.200,0.285,10.30000,0.03250,M-R relationship,0.000000,26.36,675,0,0.03320,,5558.00,0.89,0.92,-0.040,[Fe/H],-0.161,4.51,4.370,1.73973,,,,19h21m53.88s,290.4744875,+37d45m59.58s,37.7665499,1306.5300000,16.0830000,14.1400000,15.8463000
Kepler-1173 b,Kepler-1173,b,,,TIC 275490034,Gaia DR2 2128039304560957952,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,0.76985360,0.015700,0.890,0.079,0.64000,0.00201,M-R relationship,0.000000,1462.10,1650,0,0.01014,,5252.00,0.82,0.86,0.000,[Fe/H],-0.435,4.55,4.790,3.22018,,,,19h32m31.48s,293.1311803,+45d39m48.30s,45.6634153,377.0600000,13.8960000,11.8840000,13.8043000
Kepler-1174 b,Kepler-1174,b,,,TIC 123408863,Gaia DR2 2104710176078205440,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,6.89225223,0.073200,1.590,0.142,3.15000,0.00993,M-R relationship,0.000000,641.81,1156,0,0.01379,,5936.00,1.04,1.04,-0.040,[Fe/H],0.555,4.42,3.550,3.89135,,,,18h47m19.54s,281.8314296,+42d17m56.01s,42.2988910,1408.7500000,14.2710000,12.7620000,14.1590000
Kepler-1175 b,Kepler-1175,b,,,TIC 158986028,Gaia DR2 2127781228564883456,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,37.94563000,0.218100,2.990,0.267,9.22000,0.02900,M-R relationship,0.000000,12.94,515,0,0.03184,,5453.00,0.86,0.90,-0.040,[Fe/H],-0.340,4.53,4.170,4.60464,,,,19h16m34.24s,289.1426847,+46d48m46.68s,46.8129656,1121.8900000,15.9720000,14.1490000,15.9163000
Kepler-1176 b,Kepler-1176,b,,,TIC 273582656,Gaia DR2 2079323758268003968,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,24.17385790,0.158900,2.450,0.219,6.57000,0.02070,M-R relationship,0.000000,26.09,595,0,0.02186,,5844.00,1.02,1.01,-0.010,[Fe/H],-0.117,4.42,3.800,6.92559,,,,19h51m40.73s,297.9197240,+45d16m27.13s,45.2742038,864.6990000,15.2700000,13.3100000,15.0496000
Kepler-1177 b,Kepler-1177,b,,,TIC 399826020,Gaia DR2 2131318426189833728,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,106.24754700,0.430100,1.900,0.170,4.27000,0.01340,M-R relationship,0.000000,11.86,377,0,0.01824,,5712.00,0.97,0.98,0.020,[Fe/H],0.342,4.46,4.470,0.34158,,,,19h06m41.16s,286.6714813,+49d24m22.67s,49.4062964,1299.9700000,14.7730000,12.9670000,14.5078000
Kepler-1178 b,Kepler-1178,b,,,TIC 158729099,Gaia DR2 2127340290041707520,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,31.80634000,0.159600,1.070,0.095,1.24000,0.00390,M-R relationship,0.000000,23.24,378,0,0.01278,,4990.00,0.75,0.80,-0.050,[Fe/H],-0.277,4.59,4.680,3.02114,,,,19h13m49.47s,288.4561183,+45d48m08.01s,45.8022258,482.2870000,14.2120000,11.7350000,13.9597000
Kepler-1179 b,Kepler-1179,b,,,TIC 164658882,Gaia DR2 2131625808407771520,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,2.68505749,0.034600,1.320,0.118,2.30000,0.00724,M-R relationship,0.000000,288.57,1137,0,0.01485,,5212.00,0.81,0.84,-0.030,[Fe/H],-0.444,4.56,4.900,21.63350,3.2000,,-26.04,18h56m23.38s,284.0974305,+47d48m37.75s,47.8104856,415.2050000,14.2140000,12.1890000,14.0675000
Kepler-118 b,Kepler-118,b,,,TIC 171884427,Gaia DR2 2075162656527684864,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,7.51849600,0.073000,1.960,0.175,4.50000,0.01420,M-R relationship,0.000000,79.75,784,0,0.01471,,5274.00,1.09,0.81,0.180,[Fe/H],-0.377,4.32,13.900,2.37825,,,,19h56m51.17s,299.2131881,+41d25m29.35s,41.4248195,574.2280000,14.8670000,12.7110000,14.7187000
Kepler-118 c,Kepler-118,c,,,TIC 171884427,Gaia DR2 2075162656527684864,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,20.17202000,0.141000,7.680,0.685,45.70000,0.14400,M-R relationship,0.000000,21.41,564,0,0.06732,,5274.00,1.09,0.81,0.180,[Fe/H],-0.377,4.32,13.900,6.77384,,,,19h56m51.17s,299.2131881,+41d25m29.35s,41.4248195,574.2280000,14.8670000,12.7110000,14.7187000
Kepler-1180 b,Kepler-1180,b,,,TIC 271966200,Gaia DR2 2078025990949149056,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,16.86012860,0.124600,1.990,0.178,4.62000,0.01450,M-R relationship,0.000000,175.85,765,0,0.01569,,6077.00,1.14,1.09,0.000,[Fe/H],0.417,4.36,3.090,0.66064,,,,19h43m32.99s,295.8874773,+43d09m21.58s,43.1559952,1596.8000000,15.0810000,13.5210000,14.9844000
Kepler-1181 b,Kepler-1181,b,,,TIC 394176812,Gaia DR2 2101035367703145088,1,2,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,4.89337519,0.062100,1.570,0.140,3.09000,0.00972,M-R relationship,0.000000,831.14,1374,0,0.01088,,6176.00,1.30,1.17,0.030,[Fe/H],0.472,4.27,3.240,1.15805,,,,19h18m59.36s,289.7473165,+39d31m24.29s,39.5234131,938.4170000,13.5490000,12.3630000,13.4553000
Kepler-1181 c,Kepler-1181,c,,,TIC 394176812,Gaia DR2 2101035367703145088,1,2,0,Transit,2023,Kepler,0.95 m Kepler Telescope,0,8.93484887,0.092800,1.830,0.156,4.01000,0.01260,M-R relationship,0.000000,377.25,1124,0,0.01241,,6688.00,1.35,1.34,0.070,[Fe/H],0.472,4.30,3.240,0.50724,,,,19h18m59.36s,289.7473165,+39d31m24.29s,39.5234131,938.4170000,13.5490000,12.3630000,13.4553000
Kepler-1182 b,Kepler-1182,b,,,TIC 272270522,Gaia DR2 2079548917633369472,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,11.17394617,0.098100,2.410,0.215,6.39000,0.02010,M-R relationship,0.000000,197.88,796,0,0.02056,,5924.00,1.05,1.04,0.010,[Fe/H],0.256,4.41,3.390,2.73705,,,,19h45m13.92s,296.3079895,+43d49m16.93s,43.8213706,1545.3900000,15.7420000,13.6700000,15.3453000
Kepler-1183 b,Kepler-1183,b,,,TIC 137550938,Gaia DR2 2052721692908731904,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,28.50571890,0.179300,2.820,0.252,8.35000,0.02630,M-R relationship,0.000000,61.66,555,0,0.02557,,5765.00,0.99,1.00,0.040,[Fe/H],0.255,4.45,4.270,1.04093,,,,19h28m55.78s,292.2324228,+38d53m31.90s,38.8921946,1919.1900000,15.9680000,14.0060000,15.8301000
Kepler-1184 b,Kepler-1184,b,,,TIC 159725400,Gaia DR2 2129099474286578048,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,53.59910440,0.286300,2.680,0.239,7.65000,0.02410,M-R relationship,0.000000,18.04,529,1,0.02282,,5983.00,1.07,1.05,-0.040,[Fe/H],0.065,4.41,3.550,0.68566,,,,19h25m07.69s,291.2820310,+46d57m57.43s,46.9659514,1157.8400000,14.9900000,13.4900000,14.9314000
Kepler-1185 b,Kepler-1185,b,,,TIC 121121775,Gaia DR2 2100408508633587712,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,104.35189760,0.429700,1.330,0.119,2.33000,0.00733,M-R relationship,0.000000,9.31,355,1,0.01395,,5622.00,0.87,0.96,-0.040,[Fe/H],0.282,4.54,1.550,0.62260,,,2.56,19h08m57.88s,287.2411783,+39d19m57.71s,39.3326977,459.2730000,12.6300000,10.9810000,12.5524000
Kepler-1186 b,Kepler-1186,b,,,TIC 158730884,Gaia DR2 2130782895307640192,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,16.07677615,0.128100,2.230,0.199,5.60000,0.01760,M-R relationship,0.000000,85.39,724,0,0.02222,,5635.00,0.93,0.95,0.000,[Fe/H],0.064,4.49,4.470,12.86220,,,,19h13m55.11s,288.4796333,+47d06m06.28s,47.1017438,1337.2500000,15.3670000,13.6720000,15.2673000
Kepler-1187 b,Kepler-1187,b,,,TIC 121021644,Gaia DR2 2099219867845754752,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,18.87064068,0.140100,2.610,0.233,7.32000,0.02300,M-R relationship,0.000000,72.96,701,0,0.02244,,5975.00,1.09,1.06,-0.010,[Fe/H],0.136,4.39,3.390,4.91133,,,,19h07m34.08s,286.8919996,+38d19m06.61s,38.3185034,1020.5300000,14.7300000,13.1510000,14.5664000
Kepler-1188 b,Kepler-1188,b,,,TIC 164460740,Gaia DR2 2105000687666286592,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,17.13695430,0.135000,2.080,0.186,4.98000,0.01570,M-R relationship,0.000000,165.57,775,0,0.01825,,5913.00,1.06,1.04,0.000,[Fe/H],0.398,4.40,4.170,0.58322,,,,18h52m24.92s,283.1038438,+43d08m52.98s,43.1480487,1717.4800000,14.9410000,13.5190000,14.9676000
Kepler-1189 b,Kepler-1189,b,,,TIC 267991349,Gaia DR2 2086474260339833088,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,3.78858982,0.046700,1.770,0.158,3.78000,0.01190,M-R relationship,0.000000,449.94,1158,0,0.01400,,6012.00,1.16,1.11,0.080,[Fe/H],0.041,4.36,3.390,1.42473,,,,19h53m42.34s,298.4264116,+47d56m48.55s,47.9468194,782.8520000,14.4630000,12.6750000,14.2490000
Kepler-119 b,Kepler-119,b,,,TIC 271964647,Gaia DR2 2077236713401973888,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,2.42208200,0.035000,3.600,0.321,12.60000,0.03980,M-R relationship,0.000000,745.28,1213,0,0.03963,,5595.00,0.84,0.92,0.010,[Fe/H],-0.037,4.57,3.630,1.35492,,,,19h43m47.13s,295.9463854,+42d39m31.80s,42.6588324,701.9960000,14.3750000,12.5800000,14.2004000
Kepler-119 c,Kepler-119,c,,,TIC 271964647,Gaia DR2 2077236713401973888,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,4.12510300,0.049000,0.920,0.082,0.72100,0.00227,M-R relationship,0.000000,367.32,1016,0,0.00976,,5595.00,0.84,0.92,0.010,[Fe/H],-0.037,4.57,3.630,1.37114,,,,19h43m47.13s,295.9463854,+42d39m31.80s,42.6588324,701.9960000,14.3750000,12.5800000,14.2004000
Kepler-1190 b,Kepler-1190,b,,,TIC 48504464,Gaia DR2 2132028912560212096,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,10.45843441,0.084500,1.330,0.119,2.33000,0.00733,M-R relationship,0.000000,24.21,609,0,0.01672,,4730.00,0.72,0.76,-0.020,[Fe/H],-0.727,4.62,3.980,2.94604,,,,18h59m59.92s,284.9996582,+49d28m47.82s,49.4799506,342.5090000,14.6650000,12.2120000,14.4940000
Kepler-1191 b,Kepler-1191,b,,,TIC 26538999,Gaia DR2 2129250313538148736,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,5.60014851,0.058700,1.510,0.135,2.89000,0.00909,M-R relationship,0.000000,167.18,952,0,0.01703,,5308.00,0.81,0.85,-0.080,[Fe/H],-0.226,4.56,4.570,2.26307,,,,19h26m37.87s,291.6577923,+48d00m33.34s,48.0092619,955.5360000,15.3190000,13.5260000,15.3125000
Kepler-1192 b,Kepler-1192,b,,,TIC 123416753,Gaia DR2 2105273705848965888,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,25.20347870,0.169300,2.360,0.211,6.17000,0.01940,M-R relationship,0.000000,34.74,600,0,0.02557,,5438.00,0.83,0.86,-0.160,[Fe/H],-0.128,4.55,4.470,2.33467,,,,18h48m33.73s,282.1405603,+43d53m47.38s,43.8964934,1304.1900000,15.8580000,13.9220000,15.6807000
Kepler-1193 b,Kepler-1193,b,,,TIC 298897851,Gaia DR2 2133404474624835840,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,2.83265213,0.040300,1.320,0.118,2.30000,0.00724,M-R relationship,0.000000,1286.39,1453,0,0.00991,,5908.00,1.21,1.08,0.120,[Fe/H],0.351,4.31,5.010,0.48553,,,-5.53,19h12m34.74s,288.1447323,+51d16m32.32s,51.2756446,802.1160000,13.5770000,12.0650000,13.4208000
Kepler-1194 b,Kepler-1194,b,,,TIC 137317096,Gaia DR2 2052662422359019904,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,16.22371307,0.121200,1.510,0.135,2.89000,0.00909,M-R relationship,0.000000,49.35,676,0,0.01510,,5590.00,0.92,0.94,0.000,[Fe/H],-0.127,4.49,4.790,6.60457,,,,19h26m47.88s,291.6994841,+38d08m42.74s,38.1452065,757.3820000,14.3100000,12.4450000,14.1034000
Kepler-1195 b,Kepler-1195,b,,,TIC 120252007,Gaia DR2 2103644611871388032,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,8.49642241,0.072600,2.080,0.186,4.98000,0.01570,M-R relationship,0.000000,79.03,702,0,0.02723,,4965.00,0.71,0.74,-0.250,[Fe/H],-0.446,4.61,4.470,6.93388,,,,18h57m24.25s,284.3510523,+40d51m10.55s,40.8529319,918.5660000,16.0030000,13.7120000,15.9123000
Kepler-1196 b,Kepler-1196,b,,,TIC 63210324,Gaia DR2 2125962155298608000,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,66.18490310,0.317900,2.230,0.199,5.60000,0.01760,M-R relationship,0.000000,8.30,436,0,0.02120,,5756.00,0.97,0.98,0.000,[Fe/H],-0.047,4.46,3.980,5.34075,,,,19h29m28.70s,292.3695850,+43d54m39.12s,43.9108663,922.3330000,15.0090000,13.2620000,14.8324000
Kepler-1197 b,Kepler-1197,b,,,TIC 63004645,Gaia DR2 2125790322246812672,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,2.03231845,0.028300,1.250,0.112,2.10000,0.00660,M-R relationship,0.000000,267.14,1011,0,0.01647,,4708.00,0.72,0.78,0.060,[Fe/H],-0.666,4.62,2.690,7.75533,,,,19h26m40.64s,291.6693437,+42d35m26.68s,42.5907441,486.9400000,15.3460000,12.8140000,15.1132000
Kepler-1198 b,Kepler-1198,b,,,TIC 158843826,Gaia DR2 2127139491730929536,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,7.68477160,0.073200,1.470,0.131,2.76000,0.00869,M-R relationship,0.000000,108.07,830,0,0.01544,,5517.00,0.90,0.93,0.030,[Fe/H],-0.232,4.50,4.680,3.85065,,,,19h15m20.15s,288.8339659,+44d50m17.51s,44.8381980,743.0300000,14.9860000,13.0120000,14.7693000
Kepler-1199 b,Kepler-1199,b,,,TIC 270696519,Gaia DR2 2128230615282091904,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,15.04471980,0.115200,1.150,0.103,1.60000,0.00505,M-R relationship,0.000000,92.58,931,0,0.00937,,5889.00,1.17,0.94,-0.270,[Fe/H],0.187,4.27,7.760,0.66070,,,-39.43,19h34m54.19s,293.7258092,+47d14m48.92s,47.2469219,563.4930000,13.1730000,11.5810000,13.0302000
