# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jul 15 22:56:14 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_ratdor,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
Kepler-262 c,Kepler-262,1,2,Transit,2014,Kepler,0,21.85372200,0.152000,1.640,0.146,3.33000,0.01050,M-R relationship,0.000000,25.26,618,0,50.830000,,5841.00,0.88,0.99,-0.338,[M/H],-0.140,4.54,19h22m54.89s,290.7287168,+37d15m09.57s,37.2526575,613.1290000,14.4780000,12.7320000,14.2241000
Kepler-263 b,Kepler-263,1,2,Transit,2014,Kepler,0,16.56808700,0.120000,2.670,0.238,7.61000,0.02390,M-R relationship,0.000000,24.31,548,0,30.260000,,5265.00,0.79,0.80,-0.031,[M/H],-0.456,4.58,19h29m52.75s,292.4698022,+37d34m04.06s,37.5677941,754.7470000,15.4350000,13.5480000,15.4167000
Kepler-263 c,Kepler-263,1,2,Transit,2014,Kepler,0,47.33277300,0.242000,2.470,0.220,6.66000,0.02100,M-R relationship,0.000000,5.99,386,0,129.800000,,5265.00,0.79,0.80,-0.031,[M/H],-0.456,4.58,19h29m52.75s,292.4698022,+37d34m04.06s,37.5677941,754.7470000,15.4350000,13.5480000,15.4167000
Kepler-264 b,Kepler-264,1,2,Transit,2014,Kepler,0,40.80623100,0.249000,3.330,0.297,11.10000,0.03480,M-R relationship,0.000000,79.48,772,0,24.123000,,6158.00,1.55,1.46,0.047,[M/H],0.689,4.15,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,942.1730000,13.1500000,11.5910000,13.0135000
Kepler-264 c,Kepler-264,1,2,Transit,2014,Kepler,0,140.10126100,0.566000,2.830,0.252,8.40000,0.02640,M-R relationship,0.000000,15.35,511,0,58.700000,,6158.00,1.55,1.46,0.047,[M/H],0.689,4.15,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,942.1730000,13.1500000,11.5910000,13.0135000
Kepler-265 b,Kepler-265,1,4,Transit,2014,Kepler,0,6.84626200,0.069000,1.860,0.166,4.12000,0.01300,M-R relationship,0.000000,220.33,1022,0,15.000000,,5835.00,1.10,0.98,-0.140,[Fe/H],0.005,4.33,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,1280.2500000,15.4700000,13.8970000,15.3522000
Kepler-265 c,Kepler-265,1,4,Transit,2014,Kepler,0,17.02893700,0.127000,2.630,0.235,7.41000,0.02330,M-R relationship,0.000000,65.36,755,0,28.390000,,5835.00,1.10,0.98,-0.140,[Fe/H],0.005,4.33,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,1280.2500000,15.4700000,13.8970000,15.3522000
Kepler-265 d,Kepler-265,1,4,Transit,2014,Kepler,0,43.13061700,0.236000,2.490,0.222,6.76000,0.02130,M-R relationship,0.000000,18.94,554,0,51.000000,,5835.00,1.10,0.98,-0.140,[Fe/H],0.005,4.33,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,1280.2500000,15.4700000,13.8970000,15.3522000
Kepler-265 e,Kepler-265,1,4,Transit,2014,Kepler,0,67.83102400,0.319000,2.590,0.231,7.22000,0.02270,M-R relationship,0.000000,10.35,476,0,71.850000,,5835.00,1.10,0.98,-0.140,[Fe/H],0.005,4.33,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,1280.2500000,15.4700000,13.8970000,15.3522000
Kepler-266 b,Kepler-266,1,2,Transit,2014,Kepler,0,6.61833000,0.071000,2.480,0.221,6.71000,0.02110,M-R relationship,0.000000,230.40,1066,0,14.024000,,5885.00,1.03,0.95,0.160,[Fe/H],0.012,4.45,19h37m56.25s,294.4843821,+44d10m00.97s,44.1669355,1370.7900000,15.7870000,13.8110000,15.5772000
Kepler-266 c,Kepler-266,1,2,Transit,2014,Kepler,0,107.72360100,0.457000,3.890,0.347,14.40000,0.04530,M-R relationship,0.000000,5.59,421,0,105.770000,,5885.00,1.03,0.95,0.160,[Fe/H],0.012,4.45,19h37m56.25s,294.4843821,+44d10m00.97s,44.1669355,1370.7900000,15.7870000,13.8110000,15.5772000
Kepler-267 b,Kepler-267,1,3,Transit,2014,Kepler,0,3.35372800,0.037000,1.980,0.177,37.90000,0.11900,Mass,0.000000,45.84,615,0,18.114000,M1 V,4258.00,0.56,0.54,-0.180,[Fe/H],-1.229,4.73,19h59m19.34s,299.8305655,+47d09m27.27s,47.1575741,264.9930000,16.6900000,12.4850000,15.4693000
Kepler-267 c,Kepler-267,1,3,Transit,2014,Kepler,0,6.87745000,0.060000,2.130,0.190,5.18000,0.01630,M-R relationship,0.000000,17.58,484,0,22.000000,M1 V,4258.00,0.56,0.54,-0.180,[Fe/H],-1.229,4.73,19h59m19.34s,299.8305655,+47d09m27.27s,47.1575741,264.9930000,16.6900000,12.4850000,15.4693000
Kepler-267 d,Kepler-267,1,3,Transit,2014,Kepler,0,28.46451500,0.154000,2.270,0.203,5.77000,0.01820,M-R relationship,0.000000,2.65,301,1,84.560000,M1 V,4258.00,0.56,0.54,-0.180,[Fe/H],-1.229,4.73,19h59m19.34s,299.8305655,+47d09m27.27s,47.1575741,264.9930000,16.6900000,12.4850000,15.4693000
Kepler-268 b,Kepler-268,1,2,Transit,2014,Kepler,0,25.93413800,0.180000,2.550,0.227,7.04000,0.02210,M-R relationship,0.000000,64.93,695,0,14.500000,,6081.00,1.27,1.13,0.001,[M/H],0.318,4.29,19h27m54.28s,291.9761559,+38d03m18.12s,38.0550327,851.8700000,13.8440000,12.3820000,13.6678000
Kepler-268 c,Kepler-268,1,2,Transit,2014,Kepler,0,83.44639300,0.391000,3.380,0.302,11.40000,0.03570,M-R relationship,0.000000,13.66,471,0,99.761000,,6081.00,1.27,1.13,0.001,[M/H],0.318,4.29,19h27m54.28s,291.9761559,+38d03m18.12s,38.0550327,851.8700000,13.8440000,12.3820000,13.6678000
Kepler-269 b,Kepler-269,1,2,Transit,2014,Kepler,0,5.32671800,0.061000,2.470,0.220,6.66000,0.02100,M-R relationship,0.000000,730.77,1007,0,5.370000,,5847.00,0.96,0.92,0.020,[Fe/H],0.368,4.50,19h20m51.64s,290.2151459,+41d46m33.53s,41.7759810,2257.3200000,15.6460000,13.9610000,15.7352000
Kepler-269 c,Kepler-269,1,2,Transit,2014,Kepler,0,8.12789900,0.081000,1.690,0.151,3.50000,0.01100,M-R relationship,0.000000,416.58,875,0,7.120000,,5847.00,0.96,0.92,0.020,[Fe/H],0.368,4.50,19h20m51.64s,290.2151459,+41d46m33.53s,41.7759810,2257.3200000,15.6460000,13.9610000,15.7352000
Kepler-27 b,Kepler-27,1,3,Transit,2011,Kepler,0,15.33480000,0.118000,4.000,0.357,2895.31000,9.11000,Mass,0.000000,28.68,610,1,34.230000,,5400.00,0.59,0.65,0.410,[M/H],-0.329,5.40,19h28m56.82s,292.2367608,+41d05m09.14s,41.0858710,1044.3600000,15.8220000,14.1180000,15.8164000
Kepler-27 c,Kepler-27,1,3,Transit,2011,Kepler,0,31.33090000,0.191000,4.900,0.437,4385.87000,13.80000,Mass,0.000000,11.07,481,1,30.800000,,5400.00,0.59,0.65,0.410,[M/H],-0.329,5.40,19h28m56.82s,292.2367608,+41d05m09.14s,41.0858710,1044.3600000,15.8220000,14.1180000,15.8164000
Kepler-27 d,Kepler-27,1,3,Transit,2021,Kepler,0,6.54628992,0.066800,2.706,0.241,7.78000,0.02450,M-R relationship,0.000000,115.56,810,0,10.900000,,5251.00,0.82,0.93,0.210,[Fe/H],-0.329,4.58,19h28m56.82s,292.2367608,+41d05m09.14s,41.0858710,1044.3600000,15.8220000,14.1180000,15.8164000
Kepler-270 b,Kepler-270,1,2,Transit,2014,Kepler,0,11.47609400,0.107000,2.010,0.179,4.70000,0.01480,M-R relationship,0.000000,178.36,984,0,11.800000,,6067.00,1.46,1.17,0.070,[Fe/H],0.312,4.20,18h48m48.03s,282.2001207,+44d25m20.21s,44.4222795,948.7810000,13.9000000,12.6270000,13.8586000
Kepler-270 c,Kepler-270,1,2,Transit,2014,Kepler,0,25.26288700,0.180000,1.770,0.158,3.78000,0.01190,M-R relationship,0.000000,62.24,756,0,20.000000,,6067.00,1.46,1.17,0.070,[Fe/H],0.312,4.20,18h48m48.03s,282.2001207,+44d25m20.21s,44.4222795,948.7810000,13.9000000,12.6270000,13.8586000
Kepler-271 b,Kepler-271,1,3,Transit,2014,Kepler,0,10.43547805,0.088100,1.230,0.110,2.04000,0.00642,M-R relationship,0.000000,75.96,759,0,23.300000,,5555.00,0.87,0.90,-0.130,[Fe/H],-0.253,4.52,18h52m00.70s,283.0029316,+44d17m02.79s,44.2841080,404.5420000,13.5780000,11.7450000,13.4284000
Kepler-271 c,Kepler-271,1,3,Transit,2014,Kepler,0,7.41086267,0.070200,0.950,0.085,0.80900,0.00254,M-R relationship,0.000000,119.63,850,0,17.600000,,5555.00,0.87,0.90,-0.130,[Fe/H],-0.253,4.52,18h52m00.70s,283.0029316,+44d17m02.79s,44.2841080,404.5420000,13.5780000,11.7450000,13.4284000
Kepler-271 d,Kepler-271,1,3,Transit,2016,Kepler,0,5.24972541,0.055800,0.660,0.059,0.21900,0.00069,M-R relationship,0.000000,189.34,954,0,14.410000,,5555.00,0.87,0.90,-0.130,[Fe/H],-0.253,4.52,18h52m00.70s,283.0029316,+44d17m02.79s,44.2841080,404.5420000,13.5780000,11.7450000,13.4284000
Kepler-272 b,Kepler-272,1,3,Transit,2014,Kepler,0,2.97135300,0.038000,1.430,0.128,78.00000,0.24500,Mass,0.000000,801.74,1200,0,8.410000,,5297.00,0.93,0.86,0.090,[M/H],0.066,4.43,19h56m30.61s,299.1275257,+47d35m37.79s,47.5938319,889.6080000,14.8110000,12.7080000,14.6591000
Kepler-272 c,Kepler-272,1,3,Transit,2014,Kepler,0,6.05734200,0.061000,1.790,0.160,97.80000,0.30800,Mass,0.000000,310.76,947,0,12.626000,,5297.00,0.93,0.86,0.090,[M/H],0.066,4.43,19h56m30.61s,299.1275257,+47d35m37.79s,47.5938319,889.6080000,14.8110000,12.7080000,14.6591000
Kepler-272 d,Kepler-272,1,3,Transit,2014,Kepler,0,10.93730400,0.091000,2.250,0.201,5.69000,0.01790,M-R relationship,0.000000,141.13,777,0,15.300000,,5297.00,0.93,0.86,0.090,[M/H],0.066,4.43,19h56m30.61s,299.1275257,+47d35m37.79s,47.5938319,889.6080000,14.8110000,12.7080000,14.6591000
Kepler-273 b,Kepler-273,1,2,Transit,2014,Kepler,0,2.93653200,0.037000,1.500,0.134,2.86000,0.00899,M-R relationship,0.000000,285.64,1209,0,12.820000,,5626.00,0.81,0.94,0.140,[Fe/H],-0.341,4.51,19h25m12.51s,291.3021458,+47d41m51.57s,47.6976573,713.9640000,15.1000000,13.2170000,14.9683000
Kepler-273 c,Kepler-273,1,2,Transit,2014,Kepler,0,8.01492700,0.073000,1.980,0.177,4.58000,0.01440,M-R relationship,0.000000,74.89,865,0,16.020000,,5626.00,0.81,0.94,0.140,[Fe/H],-0.341,4.51,19h25m12.51s,291.3021458,+47d41m51.57s,47.6976573,713.9640000,15.1000000,13.2170000,14.9683000
Kepler-274 b,Kepler-274,1,2,Transit,2014,Kepler,0,11.63478800,0.101000,1.540,0.137,2.99000,0.00940,M-R relationship,0.000000,147.81,961,0,16.500000,,6023.00,1.01,1.08,-0.211,[M/H],0.201,4.44,19h31m41.47s,292.9227926,+38d28m37.98s,38.4772173,1333.6200000,15.2380000,13.4560000,15.0319000
Kepler-274 c,Kepler-274,1,2,Transit,2014,Kepler,0,33.19786100,0.204000,1.840,0.164,4.04000,0.01270,M-R relationship,0.000000,36.52,678,0,57.140000,,6023.00,1.01,1.08,-0.211,[M/H],0.201,4.44,19h31m41.47s,292.9227926,+38d28m37.98s,38.4772173,1333.6200000,15.2380000,13.4560000,15.0319000
Kepler-275 b,Kepler-275,1,3,Transit,2014,Kepler,0,10.30068200,0.098000,2.340,0.209,6.08000,0.01910,M-R relationship,0.000000,311.76,1015,0,16.360000,,6165.00,1.38,1.16,0.000,[Fe/H],0.449,4.23,19h29m55.13s,292.4797004,+38d30m53.65s,38.5149018,2034.2500000,15.2890000,13.9570000,15.2874000
Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,0,16.08813400,0.132000,3.380,0.302,11.40000,0.03570,M-R relationship,0.000000,171.82,875,0,22.020000,,6165.00,1.38,1.16,0.000,[Fe/H],0.449,4.23,19h29m55.13s,292.4797004,+38d30m53.65s,38.5149018,2034.2500000,15.2890000,13.9570000,15.2874000
Kepler-275 d,Kepler-275,1,3,Transit,2014,Kepler,0,35.67606200,0.224000,3.330,0.297,11.10000,0.03480,M-R relationship,0.000000,59.44,671,0,32.500000,,6165.00,1.38,1.16,0.000,[Fe/H],0.449,4.23,19h29m55.13s,292.4797004,+38d30m53.65s,38.5149018,2034.2500000,15.2890000,13.9570000,15.2874000
Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,0,14.12841000,0.119000,2.870,0.256,8.60000,0.02710,M-R relationship,0.000000,58.59,739,0,30.060000,,6105.00,1.05,1.04,0.020,[Fe/H],-0.089,4.45,19h34m16.37s,293.5681970,+39d02m10.72s,39.0363123,1144.8600000,15.4810000,13.8380000,15.3648000
Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,31.88400000,0.199400,2.900,0.259,16.60000,0.05200,Mass,0.000000,19.79,563,1,17.440000,,5779.00,1.03,1.10,0.020,[Fe/H],-0.089,4.46,19h34m16.37s,293.5681970,+39d02m10.72s,39.0363123,1144.8600000,15.4810000,13.8380000,15.3648000
Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,48.64800000,0.264200,2.800,0.250,16.30000,0.05100,Mass,0.000000,11.27,489,1,22.000000,,5779.00,1.03,1.10,0.020,[Fe/H],-0.089,4.46,19h34m16.37s,293.5681970,+39d02m10.72s,39.0363123,1144.8600000,15.4810000,13.8380000,15.3648000
Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,17.32400000,0.138500,2.920,0.261,87.30000,0.27500,Mass,0.000000,198.25,964,1,7.590000,,5946.00,1.69,1.12,0.100,[Fe/H],0.568,4.03,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,976.6430000,13.5440000,11.9660000,13.3884000
Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,33.00600000,0.212900,3.360,0.300,64.20000,0.20200,Mass,0.000000,83.90,778,1,11.700000,,5946.00,1.69,1.12,0.100,[Fe/H],0.568,4.03,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,976.6430000,13.5440000,11.9660000,13.3884000
Kepler-278 b,Kepler-278,1,2,Transit,2014,Kepler,0,30.16054600,0.207000,4.070,0.363,15.60000,0.04900,M-R relationship,0.040000,99.27,836,1,17.600000,,4991.00,2.94,1.08,0.271,[M/H],0.620,3.62,19h20m25.73s,290.1072124,+38d42m08.17s,38.7022694,443.0300000,11.8110000,9.4650000,11.5296000
Kepler-278 c,Kepler-278,1,2,Transit,2014,Kepler,0,51.07877500,0.294000,3.590,0.320,12.60000,0.03960,M-R relationship,0.510000,49.15,702,1,25.000000,,4991.00,2.94,1.08,0.271,[M/H],0.620,3.62,19h20m25.73s,290.1072124,+38d42m08.17s,38.7022694,443.0300000,11.8110000,9.4650000,11.5296000
Kepler-279 b,Kepler-279,1,3,Transit,2014,Kepler,0,12.30968100,0.112000,3.620,0.323,12.80000,0.04010,M-R relationship,0.000000,249.02,1104,1,9.279000,,6363.00,1.75,1.16,-0.114,[M/H],0.519,4.05,19h09m33.91s,287.3912950,+42d11m41.36s,42.1948220,1037.4000000,13.6470000,12.5090000,13.5847000
Kepler-279 c,Kepler-279,1,3,Transit,2013,Kepler,0,35.73600000,0.223600,4.300,0.384,49.40000,0.15500,Mass,0.000000,60.16,774,1,18.880000,,6689.45,1.07,1.10,-0.114,[M/H],0.519,4.42,19h09m33.91s,287.3912950,+42d11m41.36s,42.1948220,1037.4000000,13.6470000,12.5090000,13.5847000
Kepler-279 d,Kepler-279,1,3,Transit,2013,Kepler,0,54.41400000,0.290100,3.100,0.277,37.50000,0.11800,Mass,0.000000,35.74,574,1,24.990000,,6689.45,1.07,1.10,-0.114,[M/H],0.519,4.42,19h09m33.91s,287.3912950,+42d11m41.36s,42.1948220,1037.4000000,13.6470000,12.5090000,13.5847000
Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,5.91230000,0.062000,3.600,0.321,479.90000,1.51000,Mass,0.000000,62.58,585,1,19.700000,M0 V,4590.00,0.70,0.75,0.340,[M/H],-0.745,4.29,19h28m32.89s,292.1370409,+42d25m46.14s,42.4294835,438.3590000,15.1300000,12.7190000,15.0257000
Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,8.98580000,0.081000,3.400,0.303,432.23000,1.36000,Mass,0.000000,35.90,509,1,24.640000,M0 V,4590.00,0.70,0.75,0.340,[M/H],-0.745,4.29,19h28m32.89s,292.1370409,+42d25m46.14s,42.4294835,438.3590000,15.1300000,12.7190000,15.0257000
Kepler-280 b,Kepler-280,1,2,Transit,2014,Kepler,0,2.13954200,0.032000,1.450,0.129,2.70000,0.00849,M-R relationship,0.000000,821.89,1425,0,8.089000,,5744.00,0.89,0.96,0.121,[M/H],-0.064,4.54,19h25m33.73s,291.3905325,+42d10m49.70s,42.1804735,780.3610000,14.3500000,12.8440000,14.4574000
Kepler-280 c,Kepler-280,1,2,Transit,2014,Kepler,0,4.80709100,0.056000,2.010,0.179,4.70000,0.01480,M-R relationship,0.000000,279.08,1088,0,13.500000,,5744.00,0.89,0.96,0.121,[M/H],-0.064,4.54,19h25m33.73s,291.3905325,+42d10m49.70s,42.1804735,780.3610000,14.3500000,12.8440000,14.4574000
Kepler-281 b,Kepler-281,1,3,Transit,2014,Kepler,0,14.64600800,0.117000,2.820,0.252,8.35000,0.02630,M-R relationship,0.000000,118.25,694,0,15.800000,,5723.00,0.90,0.95,0.020,[Fe/H],0.146,4.53,19h36m25.96s,294.1081465,+44d46m14.35s,44.7706524,1745.4500000,15.9310000,13.9940000,15.7537000
Kepler-281 c,Kepler-281,1,3,Transit,2014,Kepler,0,36.33737300,0.215000,5.310,0.474,24.40000,0.07690,M-R relationship,0.000000,35.20,513,0,29.000000,,5723.00,0.90,0.95,0.020,[Fe/H],0.146,4.53,19h36m25.96s,294.1081465,+44d46m14.35s,44.7706524,1745.4500000,15.9310000,13.9940000,15.7537000
Kepler-281 d,Kepler-281,1,3,Transit,2021,Kepler,0,148.27200320,0.545600,5.937,0.530,29.50000,0.09300,M-R relationship,0.000000,2.51,321,0,74.000000,,5717.00,0.88,0.98,0.000,[Fe/H],0.146,4.54,19h36m25.96s,294.1081465,+44d46m14.35s,44.7706524,1745.4500000,15.9310000,13.9940000,15.7537000
Kepler-282 b,Kepler-282,1,4,Transit,2014,Kepler,0,9.22052400,0.082000,1.010,0.090,1.01000,0.00317,M-R relationship,0.000000,195.94,817,0,14.511000,,5602.00,0.90,0.79,-0.250,[Fe/H],0.106,4.46,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,1337.6100000,15.4440000,13.6500000,15.1779000
Kepler-282 c,Kepler-282,1,4,Transit,2014,Kepler,0,13.63872300,0.106000,1.200,0.107,1.87000,0.00588,M-R relationship,0.000000,116.12,717,0,19.330000,,5602.00,0.90,0.79,-0.250,[Fe/H],0.106,4.46,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,1337.6100000,15.4440000,13.6500000,15.1779000
Kepler-282 d,Kepler-282,1,4,Transit,2013,Kepler,0,24.80600000,0.154000,2.460,0.219,61.00000,0.19200,Mass,0.000000,52.35,588,1,31.527000,,5699.00,0.89,0.97,-0.250,[Fe/H],0.106,4.53,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,1337.6100000,15.4440000,13.6500000,15.1779000
Kepler-282 e,Kepler-282,1,4,Transit,2013,Kepler,0,44.34700000,0.226900,3.100,0.277,56.20000,0.17700,Mass,0.000000,24.11,484,1,54.150000,,5699.00,0.89,0.97,-0.250,[Fe/H],0.106,4.53,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,1337.6100000,15.4440000,13.6500000,15.1779000
Kepler-283 b,Kepler-283,1,2,Transit,2014,Kepler,0,11.00815100,0.082000,2.130,0.190,5.18000,0.01630,M-R relationship,0.000000,16.26,488,0,43.185000,,4351.00,0.57,0.60,-0.170,[Fe/H],-0.983,4.72,19h34m27.30s,293.6137413,+47d50m20.18s,47.8389380,468.0940000,16.2160000,13.1390000,15.8753000
Kepler-283 c,Kepler-283,1,2,Transit,2014,Kepler,0,92.74371100,0.341000,1.820,0.162,3.97000,0.01250,M-R relationship,0.000000,0.95,240,1,132.450000,,4351.00,0.57,0.60,-0.170,[Fe/H],-0.983,4.72,19h34m27.30s,293.6137413,+47d50m20.18s,47.8389380,468.0940000,16.2160000,13.1390000,15.8753000
Kepler-284 b,Kepler-284,1,2,Transit,2014,Kepler,0,12.69914900,0.104000,2.240,0.200,5.65000,0.01780,M-R relationship,0.000000,38.37,686,0,26.800000,,5615.00,0.81,0.92,0.140,[Fe/H],-0.341,4.58,19h32m35.18s,293.1465698,+47d43m46.94s,47.7297053,1031.9500000,15.9440000,14.0790000,15.8126000
Kepler-284 c,Kepler-284,1,2,Transit,2014,Kepler,0,37.51445600,0.213000,2.610,0.233,7.32000,0.02300,M-R relationship,0.000000,9.04,478,0,55.200000,,5615.00,0.81,0.92,0.140,[Fe/H],-0.341,4.58,19h32m35.18s,293.1465698,+47d43m46.94s,47.7297053,1031.9500000,15.9440000,14.0790000,15.8126000
Kepler-285 b,Kepler-285,1,2,Transit,2014,Kepler,0,2.63386700,0.036000,1.340,0.120,2.36000,0.00742,M-R relationship,0.000000,428.41,1131,0,9.910000,,5411.00,0.81,0.82,0.160,[Fe/H],-0.279,4.58,19h25m33.80s,291.3908469,+48d03m55.94s,48.0655392,824.3100000,15.1980000,13.3190000,15.1521000
Kepler-285 c,Kepler-285,1,2,Transit,2014,Kepler,0,6.18667600,0.064000,1.120,0.100,1.46000,0.00459,M-R relationship,0.000000,137.07,851,0,16.460000,,5411.00,0.81,0.82,0.160,[Fe/H],-0.279,4.58,19h25m33.80s,291.3908469,+48d03m55.94s,48.0655392,824.3100000,15.1980000,13.3190000,15.1521000
Kepler-286 b,Kepler-286,1,4,Transit,2014,Kepler,0,1.79630200,0.027000,1.240,0.111,2.07000,0.00651,M-R relationship,0.000000,925.92,1367,0,7.288000,,5580.00,0.86,0.96,-0.120,[Fe/H],-0.116,4.50,19h22m42.28s,290.6761874,+48d17m39.25s,48.2942362,1226.8500000,15.8630000,14.1210000,15.5447000
Kepler-286 c,Kepler-286,1,4,Transit,2014,Kepler,0,3.46809500,0.042000,1.370,0.122,2.45000,0.00771,M-R relationship,0.000000,384.29,1098,0,11.290000,,5580.00,0.86,0.96,-0.120,[Fe/H],-0.116,4.50,19h22m42.28s,290.6761874,+48d17m39.25s,48.2942362,1226.8500000,15.8630000,14.1210000,15.5447000
Kepler-286 d,Kepler-286,1,4,Transit,2014,Kepler,0,5.91432300,0.061000,1.330,0.119,2.33000,0.00733,M-R relationship,0.000000,188.48,919,0,17.223000,,5580.00,0.86,0.96,-0.120,[Fe/H],-0.116,4.50,19h22m42.28s,290.6761874,+48d17m39.25s,48.2942362,1226.8500000,15.8630000,14.1210000,15.5447000
Kepler-286 e,Kepler-286,1,4,Transit,2014,Kepler,0,29.22128900,0.176000,1.770,0.158,3.78000,0.01190,M-R relationship,0.000000,22.40,539,0,58.140000,,5580.00,0.86,0.96,-0.120,[Fe/H],-0.116,4.50,19h22m42.28s,290.6761874,+48d17m39.25s,48.2942362,1226.8500000,15.8630000,14.1210000,15.5447000
Kepler-287 b,Kepler-287,1,2,Transit,2014,Kepler,0,20.34219900,0.145000,2.330,0.208,6.04000,0.01900,M-R relationship,0.000000,35.75,667,0,38.000000,K7 V,5806.00,1.03,0.97,0.117,[M/H],-0.134,4.40,19h23m42.58s,290.9274282,+48d26m36.45s,48.4434588,835.8600000,14.9520000,13.1350000,14.7442000
Kepler-287 c,Kepler-287,1,2,Transit,2014,Kepler,0,44.85189600,0.246000,3.260,0.291,10.70000,0.03360,M-R relationship,0.000000,12.46,513,0,43.300000,K7 V,5806.00,1.03,0.97,0.117,[M/H],-0.134,4.40,19h23m42.58s,290.9274282,+48d26m36.45s,48.4434588,835.8600000,14.9520000,13.1350000,14.7442000
Kepler-288 b,Kepler-288,1,3,Transit,2014,Kepler,0,6.09732600,0.065000,1.670,0.149,3.43000,0.01080,M-R relationship,0.000000,247.30,1197,0,13.768000,,5918.00,1.09,1.03,0.160,[Fe/H],0.056,4.35,19h15m39.94s,288.9163997,+39d35m41.11s,39.5947523,1194.1500000,15.2830000,13.5870000,15.1520000
Kepler-288 c,Kepler-288,1,3,Transit,2014,Kepler,0,19.30577200,0.140000,2.850,0.254,8.50000,0.02670,M-R relationship,0.000000,53.15,815,0,35.210000,,5918.00,1.09,1.03,0.160,[Fe/H],0.056,4.35,19h15m39.94s,288.9163997,+39d35m41.11s,39.5947523,1194.1500000,15.2830000,13.5870000,15.1520000
Kepler-288 d,Kepler-288,1,3,Transit,2014,Kepler,0,56.63374200,0.287000,2.670,0.238,7.61000,0.02390,M-R relationship,0.000000,12.66,570,0,20.500000,,5918.00,1.09,1.03,0.160,[Fe/H],0.056,4.35,19h15m39.94s,288.9163997,+39d35m41.11s,39.5947523,1194.1500000,15.2830000,13.5870000,15.1520000
