id,name,base_experience,height,weight,speed,hp,attack,defense,special-attack,special-defense,forms,species,is_default,order,type1,type2,ability1,ability2,ability3
493,arceus,324,32,3200,120,120,120,120,120,120,arceus-normal,arceus,True,608,normal,,multitype,,
494,victini,300,4,40,100,100,100,100,100,100,victini,victini,True,609,psychic,fire,victory-star,,
495,snivy,62,6,81,63,45,45,55,45,55,snivy,snivy,True,610,grass,,overgrow,contrary,
496,servine,145,8,160,83,60,60,75,60,75,servine,servine,True,611,grass,,overgrow,contrary,
497,serperior,238,33,630,113,75,75,95,75,95,serperior,serperior,True,612,grass,,overgrow,contrary,
498,tepig,62,5,99,45,65,63,45,45,45,tepig,tepig,True,613,fire,,blaze,thick-fat,
499,pignite,146,10,555,55,90,93,55,70,55,pignite,pignite,True,614,fire,fighting,blaze,thick-fat,
500,emboar,238,16,1500,65,110,123,65,100,65,emboar,emboar,True,615,fire,fighting,blaze,reckless,
501,oshawott,62,5,59,45,55,55,45,63,45,oshawott,oshawott,True,616,water,,torrent,shell-armor,
502,dewott,145,8,245,60,75,75,60,83,60,dewott,dewott,True,617,water,,torrent,shell-armor,
503,samurott,238,15,946,70,95,100,85,108,70,samurott,samurott,True,618,water,,torrent,shell-armor,
504,patrat,51,5,116,42,45,55,39,35,39,patrat,patrat,True,619,normal,,run-away,keen-eye,analytic
505,watchog,147,11,270,77,60,85,69,60,69,watchog,watchog,True,620,normal,,illuminate,keen-eye,analytic
506,lillipup,55,4,41,55,45,60,45,25,45,lillipup,lillipup,True,621,normal,,vital-spirit,pickup,run-away
507,herdier,130,9,147,60,65,80,65,35,65,herdier,herdier,True,622,normal,,intimidate,sand-rush,scrappy
508,stoutland,250,12,610,80,85,110,90,45,90,stoutland,stoutland,True,623,normal,,intimidate,sand-rush,scrappy
509,purrloin,56,4,101,66,41,50,37,50,37,purrloin,purrloin,True,624,dark,,limber,unburden,prankster
510,liepard,156,11,375,106,64,88,50,88,50,liepard,liepard,True,625,dark,,limber,unburden,prankster
511,pansage,63,6,105,64,50,53,48,53,48,pansage,pansage,True,626,grass,,gluttony,overgrow,
512,simisage,174,11,305,101,75,98,63,98,63,simisage,simisage,True,627,grass,,gluttony,overgrow,
513,pansear,63,6,110,64,50,53,48,53,48,pansear,pansear,True,628,fire,,gluttony,blaze,
514,simisear,174,10,280,101,75,98,63,98,63,simisear,simisear,True,629,fire,,gluttony,blaze,
515,panpour,63,6,135,64,50,53,48,53,48,panpour,panpour,True,630,water,,gluttony,torrent,
516,simipour,174,10,290,101,75,98,63,98,63,simipour,simipour,True,631,water,,gluttony,torrent,
517,munna,58,6,233,24,76,25,45,67,55,munna,munna,True,632,psychic,,forewarn,synchronize,telepathy
518,musharna,170,11,605,29,116,55,85,107,95,musharna,musharna,True,633,psychic,,forewarn,synchronize,telepathy
519,pidove,53,3,21,43,50,55,50,36,30,pidove,pidove,True,634,normal,flying,big-pecks,super-luck,rivalry
520,tranquill,125,6,150,65,62,77,62,50,42,tranquill,tranquill,True,635,normal,flying,big-pecks,super-luck,rivalry
521,unfezant,244,12,290,93,80,115,80,65,55,unfezant,unfezant,True,636,normal,flying,big-pecks,super-luck,rivalry
522,blitzle,59,8,298,76,45,60,32,50,32,blitzle,blitzle,True,637,electric,,lightning-rod,motor-drive,sap-sipper
523,zebstrika,174,16,795,116,75,100,63,80,63,zebstrika,zebstrika,True,638,electric,,lightning-rod,motor-drive,sap-sipper
524,roggenrola,56,4,180,15,55,75,85,25,25,roggenrola,roggenrola,True,639,rock,,sturdy,weak-armor,sand-force
525,boldore,137,9,1020,20,70,105,105,50,40,boldore,boldore,True,640,rock,,sturdy,weak-armor,sand-force
526,gigalith,258,17,2600,25,85,135,130,60,80,gigalith,gigalith,True,641,rock,,sturdy,sand-stream,sand-force
527,woobat,65,4,21,72,65,45,43,55,43,woobat,woobat,True,642,psychic,flying,unaware,klutz,simple
528,swoobat,149,9,105,114,67,57,55,77,55,swoobat,swoobat,True,643,psychic,flying,unaware,klutz,simple
529,drilbur,66,3,85,68,60,85,40,30,45,drilbur,drilbur,True,644,ground,,sand-rush,sand-force,mold-breaker
530,excadrill,178,7,404,88,110,135,60,50,65,excadrill,excadrill,True,645,ground,steel,sand-rush,sand-force,mold-breaker
531,audino,390,11,310,50,103,60,86,60,86,audino,audino,True,646,normal,,healer,regenerator,klutz
532,timburr,61,6,125,35,75,80,55,25,35,timburr,timburr,True,648,fighting,,guts,sheer-force,iron-fist
533,gurdurr,142,12,400,40,85,105,85,40,50,gurdurr,gurdurr,True,649,fighting,,guts,sheer-force,iron-fist
534,conkeldurr,253,14,870,45,105,140,95,55,65,conkeldurr,conkeldurr,True,650,fighting,,guts,sheer-force,iron-fist
535,tympole,59,5,45,64,50,50,40,50,40,tympole,tympole,True,651,water,,swift-swim,hydration,water-absorb
536,palpitoad,134,8,170,69,75,65,55,65,55,palpitoad,palpitoad,True,652,water,ground,swift-swim,hydration,water-absorb
537,seismitoad,255,15,620,74,105,95,75,85,75,seismitoad,seismitoad,True,653,water,ground,swift-swim,poison-touch,water-absorb
538,throh,163,13,555,45,120,100,85,30,85,throh,throh,True,654,fighting,,guts,inner-focus,mold-breaker
539,sawk,163,14,510,85,75,125,75,30,75,sawk,sawk,True,655,fighting,,sturdy,inner-focus,mold-breaker
540,sewaddle,62,3,25,42,45,53,70,40,60,sewaddle,sewaddle,True,656,bug,grass,swarm,chlorophyll,overcoat
541,swadloon,133,5,73,42,55,63,90,50,80,swadloon,swadloon,True,657,bug,grass,leaf-guard,chlorophyll,overcoat
542,leavanny,225,12,205,92,75,103,80,70,80,leavanny,leavanny,True,658,bug,grass,swarm,chlorophyll,overcoat
543,venipede,52,4,53,57,30,45,59,30,39,venipede,venipede,True,659,bug,poison,poison-point,swarm,speed-boost
544,whirlipede,126,12,585,47,40,55,99,40,79,whirlipede,whirlipede,True,660,bug,poison,poison-point,swarm,speed-boost
545,scolipede,243,25,2005,112,60,100,89,55,69,scolipede,scolipede,True,661,bug,poison,poison-point,swarm,speed-boost
546,cottonee,56,3,6,66,40,27,60,37,50,cottonee,cottonee,True,662,grass,fairy,prankster,infiltrator,chlorophyll
547,whimsicott,168,7,66,116,60,67,85,77,75,whimsicott,whimsicott,True,663,grass,fairy,prankster,infiltrator,chlorophyll
548,petilil,56,5,66,30,45,35,50,70,50,petilil,petilil,True,664,grass,,chlorophyll,own-tempo,leaf-guard
549,lilligant,168,11,163,90,70,60,75,110,75,lilligant,lilligant,True,665,grass,,chlorophyll,own-tempo,leaf-guard
550,basculin-red-striped,161,10,180,98,70,92,65,80,55,basculin-red-striped,basculin,True,666,water,,reckless,adaptability,mold-breaker
551,sandile,58,7,152,65,50,72,35,35,35,sandile,sandile,True,668,ground,dark,intimidate,moxie,anger-point
552,krokorok,123,10,334,74,60,82,45,45,45,krokorok,krokorok,True,669,ground,dark,intimidate,moxie,anger-point
553,krookodile,260,15,963,92,95,117,80,65,70,krookodile,krookodile,True,670,ground,dark,intimidate,moxie,anger-point
554,darumaka,63,6,375,50,70,90,45,15,45,darumaka,darumaka,True,671,fire,,hustle,inner-focus,
555,darmanitan-standard,168,13,929,95,105,140,55,30,55,darmanitan-standard,darmanitan,True,673,fire,,sheer-force,zen-mode,
556,maractus,161,10,280,60,75,86,67,106,67,maractus,maractus,True,677,grass,,water-absorb,chlorophyll,storm-drain
557,dwebble,65,3,145,55,50,65,85,35,35,dwebble,dwebble,True,678,bug,rock,sturdy,shell-armor,weak-armor
558,crustle,170,14,2000,45,70,105,125,65,75,crustle,crustle,True,679,bug,rock,sturdy,shell-armor,weak-armor
559,scraggy,70,6,118,48,50,75,70,35,70,scraggy,scraggy,True,680,dark,fighting,shed-skin,moxie,intimidate
560,scrafty,171,11,300,58,65,90,115,45,115,scrafty,scrafty,True,681,dark,fighting,shed-skin,moxie,intimidate
561,sigilyph,172,14,140,97,72,58,80,103,80,sigilyph,sigilyph,True,682,psychic,flying,wonder-skin,magic-guard,tinted-lens
562,yamask,61,5,15,30,38,30,85,55,65,yamask,yamask,True,683,ghost,,mummy,,
563,cofagrigus,169,17,765,30,58,50,145,95,105,cofagrigus,cofagrigus,True,685,ghost,,mummy,,
564,tirtouga,71,7,165,22,54,78,103,53,45,tirtouga,tirtouga,True,686,water,rock,solid-rock,sturdy,swift-swim
565,carracosta,173,12,810,32,74,108,133,83,65,carracosta,carracosta,True,687,water,rock,solid-rock,sturdy,swift-swim
566,archen,71,5,95,70,55,112,45,74,45,archen,archen,True,688,rock,flying,defeatist,,
567,archeops,177,14,320,110,75,140,65,112,65,archeops,archeops,True,689,rock,flying,defeatist,,
568,trubbish,66,6,310,65,50,50,62,40,62,trubbish,trubbish,True,690,poison,,stench,sticky-hold,aftermath
569,garbodor,166,19,1073,75,80,95,82,60,82,garbodor,garbodor,True,691,poison,,stench,weak-armor,aftermath
570,zorua,66,7,125,65,40,65,40,80,40,zorua,zorua,True,692,dark,,illusion,,
571,zoroark,179,16,811,105,60,105,60,120,60,zoroark,zoroark,True,693,dark,,illusion,,
572,minccino,60,4,58,75,55,50,40,40,40,minccino,minccino,True,694,normal,,cute-charm,technician,skill-link
573,cinccino,165,5,75,115,75,95,60,65,60,cinccino,cinccino,True,695,normal,,cute-charm,technician,skill-link
574,gothita,58,4,58,45,45,30,50,55,65,gothita,gothita,True,696,psychic,,frisk,competitive,shadow-tag
575,gothorita,137,7,180,55,60,45,70,75,85,gothorita,gothorita,True,697,psychic,,frisk,competitive,shadow-tag
576,gothitelle,245,15,440,65,70,55,95,95,110,gothitelle,gothitelle,True,698,psychic,,frisk,competitive,shadow-tag
577,solosis,58,3,10,20,45,30,40,105,50,solosis,solosis,True,699,psychic,,overcoat,magic-guard,regenerator
578,duosion,130,6,80,30,65,40,50,125,60,duosion,duosion,True,700,psychic,,overcoat,magic-guard,regenerator
579,reuniclus,245,10,201,30,110,65,75,125,85,reuniclus,reuniclus,True,701,psychic,,overcoat,magic-guard,regenerator
580,ducklett,61,5,55,55,62,44,50,44,50,ducklett,ducklett,True,702,water,flying,keen-eye,big-pecks,hydration
581,swanna,166,13,242,98,75,87,63,87,63,swanna,swanna,True,703,water,flying,keen-eye,big-pecks,hydration
582,vanillite,61,4,57,44,36,50,50,65,60,vanillite,vanillite,True,704,ice,,ice-body,snow-cloak,weak-armor
583,vanillish,138,11,410,59,51,65,65,80,75,vanillish,vanillish,True,705,ice,,ice-body,snow-cloak,weak-armor
584,vanilluxe,268,13,575,79,71,95,85,110,95,vanilluxe,vanilluxe,True,706,ice,,ice-body,snow-warning,weak-armor
585,deerling,67,6,195,75,60,60,50,40,50,deerling-spring,deerling,True,707,normal,grass,chlorophyll,sap-sipper,serene-grace
586,sawsbuck,166,19,925,95,80,100,70,60,70,sawsbuck-spring,sawsbuck,True,708,normal,grass,chlorophyll,sap-sipper,serene-grace
587,emolga,150,4,50,103,55,75,60,75,60,emolga,emolga,True,709,electric,flying,static,motor-drive,
588,karrablast,63,5,59,60,50,75,45,40,45,karrablast,karrablast,True,710,bug,,swarm,shed-skin,no-guard
589,escavalier,173,10,330,20,70,135,105,60,105,escavalier,escavalier,True,711,bug,steel,swarm,shell-armor,overcoat
590,foongus,59,2,10,15,69,55,45,55,55,foongus,foongus,True,712,grass,poison,effect-spore,regenerator,
591,amoonguss,162,6,105,30,114,85,70,85,80,amoonguss,amoonguss,True,713,grass,poison,effect-spore,regenerator,
592,frillish,67,12,330,40,55,40,50,65,85,frillish,frillish,True,714,water,ghost,water-absorb,cursed-body,damp
593,jellicent,168,22,1350,60,100,60,70,85,105,jellicent,jellicent,True,715,water,ghost,water-absorb,cursed-body,damp
594,alomomola,165,12,316,65,165,75,80,40,45,alomomola,alomomola,True,716,water,,healer,hydration,regenerator
595,joltik,64,1,6,65,50,47,50,57,50,joltik,joltik,True,717,bug,electric,compound-eyes,unnerve,swarm
596,galvantula,165,8,143,108,70,77,60,97,60,galvantula,galvantula,True,718,bug,electric,compound-eyes,unnerve,swarm
597,ferroseed,61,6,188,10,44,50,91,24,86,ferroseed,ferroseed,True,719,grass,steel,iron-barbs,,
598,ferrothorn,171,10,1100,20,74,94,131,54,116,ferrothorn,ferrothorn,True,720,grass,steel,iron-barbs,anticipation,
599,klink,60,3,210,30,40,55,70,45,60,klink,klink,True,721,steel,,plus,minus,clear-body
600,klang,154,6,510,50,60,80,95,70,85,klang,klang,True,722,steel,,plus,minus,clear-body
601,klinklang,260,6,810,90,60,100,115,70,85,klinklang,klinklang,True,723,steel,,plus,minus,clear-body
602,tynamo,55,2,3,60,35,55,40,45,40,tynamo,tynamo,True,724,electric,,levitate,,
603,eelektrik,142,12,220,40,65,85,70,75,70,eelektrik,eelektrik,True,725,electric,,levitate,,
604,eelektross,232,21,805,50,85,115,80,105,80,eelektross,eelektross,True,726,electric,,levitate,,
605,elgyem,67,5,90,30,55,55,55,85,55,elgyem,elgyem,True,727,psychic,,telepathy,synchronize,analytic
606,beheeyem,170,10,345,40,75,75,75,125,95,beheeyem,beheeyem,True,728,psychic,,telepathy,synchronize,analytic
607,litwick,55,3,31,20,50,30,55,65,55,litwick,litwick,True,729,ghost,fire,flash-fire,flame-body,infiltrator
608,lampent,130,6,130,55,60,40,60,95,60,lampent,lampent,True,730,ghost,fire,flash-fire,flame-body,infiltrator
609,chandelure,260,10,343,80,60,55,90,145,90,chandelure,chandelure,True,731,ghost,fire,flash-fire,flame-body,infiltrator
610,axew,64,6,180,57,46,87,60,30,40,axew,axew,True,732,dragon,,rivalry,mold-breaker,unnerve
611,fraxure,144,10,360,67,66,117,70,40,50,fraxure,fraxure,True,733,dragon,,rivalry,mold-breaker,unnerve
612,haxorus,270,18,1055,97,76,147,90,60,70,haxorus,haxorus,True,734,dragon,,rivalry,mold-breaker,unnerve
613,cubchoo,61,5,85,40,55,70,40,60,40,cubchoo,cubchoo,True,735,ice,,snow-cloak,slush-rush,rattled
614,beartic,177,26,2600,50,95,130,80,70,80,beartic,beartic,True,736,ice,,snow-cloak,slush-rush,swift-swim
615,cryogonal,180,11,1480,105,80,50,50,95,135,cryogonal,cryogonal,True,737,ice,,levitate,,
616,shelmet,61,4,77,25,50,40,85,40,65,shelmet,shelmet,True,738,bug,,hydration,shell-armor,overcoat
617,accelgor,173,8,253,145,80,70,40,100,60,accelgor,accelgor,True,739,bug,,hydration,sticky-hold,unburden
618,stunfisk,165,7,110,32,109,66,84,81,99,stunfisk,stunfisk,True,740,ground,electric,static,limber,sand-veil
619,mienfoo,70,9,200,65,45,85,50,55,50,mienfoo,mienfoo,True,742,fighting,,inner-focus,regenerator,reckless
620,mienshao,179,14,355,105,65,125,60,95,60,mienshao,mienshao,True,743,fighting,,inner-focus,regenerator,reckless
621,druddigon,170,16,1390,48,77,120,90,60,90,druddigon,druddigon,True,744,dragon,,rough-skin,sheer-force,mold-breaker
622,golett,61,10,920,35,59,74,50,35,50,golett,golett,True,745,ground,ghost,iron-fist,klutz,no-guard
623,golurk,169,28,3300,55,89,124,80,55,80,golurk,golurk,True,746,ground,ghost,iron-fist,klutz,no-guard
624,pawniard,68,5,102,60,45,85,70,40,40,pawniard,pawniard,True,747,dark,steel,defiant,inner-focus,pressure
625,bisharp,172,16,700,70,65,125,100,60,70,bisharp,bisharp,True,748,dark,steel,defiant,inner-focus,pressure
626,bouffalant,172,16,946,55,95,110,95,40,95,bouffalant,bouffalant,True,749,normal,,reckless,sap-sipper,soundproof
627,rufflet,70,5,105,60,70,83,50,37,50,rufflet,rufflet,True,750,normal,flying,keen-eye,sheer-force,hustle
628,braviary,179,15,410,80,100,123,75,57,75,braviary,braviary,True,751,normal,flying,keen-eye,sheer-force,defiant
629,vullaby,74,5,90,60,70,55,75,45,65,vullaby,vullaby,True,752,dark,flying,big-pecks,overcoat,weak-armor
630,mandibuzz,179,12,395,80,110,65,105,55,95,mandibuzz,mandibuzz,True,753,dark,flying,big-pecks,overcoat,weak-armor
631,heatmor,169,14,580,65,85,97,66,105,66,heatmor,heatmor,True,754,fire,,gluttony,flash-fire,white-smoke
632,durant,169,3,330,109,58,109,112,48,48,durant,durant,True,755,bug,steel,swarm,hustle,truant
633,deino,60,8,173,38,52,65,50,45,50,deino,deino,True,756,dark,dragon,hustle,,
634,zweilous,147,14,500,58,72,85,70,65,70,zweilous,zweilous,True,757,dark,dragon,hustle,,
635,hydreigon,300,18,1600,98,92,105,90,125,90,hydreigon,hydreigon,True,758,dark,dragon,levitate,,
636,larvesta,72,11,288,60,55,85,55,50,55,larvesta,larvesta,True,759,bug,fire,flame-body,swarm,
637,volcarona,275,16,460,100,85,60,65,135,105,volcarona,volcarona,True,760,bug,fire,flame-body,swarm,
638,cobalion,290,21,2500,108,91,90,129,90,72,cobalion,cobalion,True,761,steel,fighting,justified,,
639,terrakion,290,19,2600,108,91,129,90,72,90,terrakion,terrakion,True,762,rock,fighting,justified,,
640,virizion,290,20,2000,108,91,90,72,90,129,virizion,virizion,True,763,grass,fighting,justified,,
641,tornadus-incarnate,290,15,630,111,79,115,70,125,80,tornadus-incarnate,tornadus,True,764,flying,,prankster,defiant,
642,thundurus-incarnate,290,15,610,111,79,115,70,125,80,thundurus-incarnate,thundurus,True,766,electric,flying,prankster,defiant,
643,reshiram,340,32,3300,90,100,120,100,150,120,reshiram,reshiram,True,768,dragon,fire,turboblaze,,
644,zekrom,340,29,3450,90,100,150,120,120,100,zekrom,zekrom,True,769,dragon,electric,teravolt,,
645,landorus-incarnate,300,15,680,101,89,125,90,115,80,landorus-incarnate,landorus,True,770,ground,flying,sand-force,sheer-force,
646,kyurem,330,30,3250,95,125,130,90,130,90,kyurem,kyurem,True,772,dragon,ice,pressure,,
647,keldeo-ordinary,290,14,485,108,91,72,90,129,90,keldeo-ordinary,keldeo,True,775,water,fighting,justified,,
648,meloetta-aria,270,6,65,90,100,77,77,128,128,meloetta-aria,meloetta,True,777,normal,psychic,serene-grace,,
649,genesect,300,15,825,99,71,120,95,120,95,genesect,genesect,True,779,bug,steel,download,,
650,chespin,63,4,90,38,56,61,65,48,45,chespin,chespin,True,780,grass,,overgrow,bulletproof,
651,quilladin,142,7,290,57,61,78,95,56,58,quilladin,quilladin,True,781,grass,,overgrow,bulletproof,
652,chesnaught,239,16,900,64,88,107,122,74,75,chesnaught,chesnaught,True,782,grass,fighting,overgrow,bulletproof,
653,fennekin,61,4,94,60,40,45,40,62,60,fennekin,fennekin,True,783,fire,,blaze,magician,
654,braixen,143,10,145,73,59,59,58,90,70,braixen,braixen,True,784,fire,,blaze,magician,
655,delphox,240,15,390,104,75,69,72,114,100,delphox,delphox,True,785,fire,psychic,blaze,magician,
656,froakie,63,3,70,71,41,56,40,62,44,froakie,froakie,True,786,water,,torrent,protean,
657,frogadier,142,6,109,97,54,63,52,83,56,frogadier,frogadier,True,787,water,,torrent,protean,
658,greninja,239,15,400,122,72,95,67,103,71,greninja,greninja,True,788,water,dark,torrent,protean,
659,bunnelby,47,4,50,57,38,36,38,32,36,bunnelby,bunnelby,True,791,normal,,pickup,cheek-pouch,huge-power
660,diggersby,148,10,424,78,85,56,77,50,77,diggersby,diggersby,True,792,normal,ground,pickup,cheek-pouch,huge-power
661,fletchling,56,3,17,62,45,50,43,40,38,fletchling,fletchling,True,793,normal,flying,big-pecks,gale-wings,
662,fletchinder,134,7,160,84,62,73,55,56,52,fletchinder,fletchinder,True,794,fire,flying,flame-body,gale-wings,
663,talonflame,175,12,245,126,78,81,71,74,69,talonflame,talonflame,True,795,fire,flying,flame-body,gale-wings,
664,scatterbug,40,3,25,35,38,35,40,27,25,scatterbug-icy-snow,scatterbug,True,796,bug,,shield-dust,compound-eyes,friend-guard
665,spewpa,75,3,84,29,45,22,60,27,30,spewpa-icy-snow,spewpa,True,797,bug,,shed-skin,friend-guard,
666,vivillon,185,12,170,89,80,52,50,90,50,vivillon-meadow,vivillon,True,798,bug,flying,shield-dust,compound-eyes,friend-guard
667,litleo,74,6,135,72,62,50,58,73,54,litleo,litleo,True,799,fire,normal,rivalry,unnerve,moxie
668,pyroar,177,15,815,106,86,68,72,109,66,pyroar,pyroar,True,800,fire,normal,rivalry,unnerve,moxie
669,flabebe,61,1,1,42,44,38,39,61,79,flabebe-red,flabebe,True,801,fairy,,flower-veil,symbiosis,
670,floette,130,2,9,52,54,45,47,75,98,floette-red,floette,True,802,fairy,,flower-veil,symbiosis,
671,florges,248,11,100,75,78,65,68,112,154,florges-red,florges,True,804,fairy,,flower-veil,symbiosis,
672,skiddo,70,9,310,52,66,65,48,62,57,skiddo,skiddo,True,805,grass,,sap-sipper,grass-pelt,
673,gogoat,186,17,910,68,123,100,62,97,81,gogoat,gogoat,True,806,grass,,sap-sipper,grass-pelt,
674,pancham,70,6,80,43,67,82,62,46,48,pancham,pancham,True,807,fighting,,iron-fist,mold-breaker,scrappy
675,pangoro,173,21,1360,58,95,124,78,69,71,pangoro,pangoro,True,808,fighting,dark,iron-fist,mold-breaker,scrappy
676,furfrou,165,12,280,102,75,80,60,65,90,furfrou-natural,furfrou,True,809,normal,,fur-coat,,
677,espurr,71,3,35,68,62,48,54,63,60,espurr,espurr,True,810,psychic,,keen-eye,infiltrator,own-tempo
678,meowstic-male,163,6,85,104,74,48,76,83,81,meowstic-male,meowstic,True,811,psychic,,keen-eye,infiltrator,prankster
679,honedge,65,8,20,28,45,80,100,35,37,honedge,honedge,True,813,steel,ghost,no-guard,,
680,doublade,157,8,45,35,59,110,150,45,49,doublade,doublade,True,814,steel,ghost,no-guard,,
681,aegislash-shield,250,17,530,60,60,50,140,50,140,aegislash-shield,aegislash,True,815,steel,ghost,stance-change,,
682,spritzee,68,2,5,23,78,52,60,63,65,spritzee,spritzee,True,817,fairy,,healer,aroma-veil,
683,aromatisse,162,8,155,29,101,72,72,99,89,aromatisse,aromatisse,True,818,fairy,,healer,aroma-veil,
684,swirlix,68,4,35,49,62,48,66,59,57,swirlix,swirlix,True,819,fairy,,sweet-veil,unburden,
685,slurpuff,168,8,50,72,82,80,86,85,75,slurpuff,slurpuff,True,820,fairy,,sweet-veil,unburden,
686,inkay,58,4,35,45,53,54,53,37,46,inkay,inkay,True,821,dark,psychic,contrary,suction-cups,infiltrator
687,malamar,169,15,470,73,86,92,88,68,75,malamar,malamar,True,822,dark,psychic,contrary,suction-cups,infiltrator
688,binacle,61,5,310,50,42,52,67,39,56,binacle,binacle,True,823,rock,water,tough-claws,sniper,pickpocket
689,barbaracle,175,13,960,68,72,105,115,54,86,barbaracle,barbaracle,True,824,rock,water,tough-claws,sniper,pickpocket
690,skrelp,64,5,73,30,50,60,60,60,60,skrelp,skrelp,True,825,poison,water,poison-point,poison-touch,adaptability
691,dragalge,173,18,815,44,65,75,90,97,123,dragalge,dragalge,True,826,poison,dragon,poison-point,poison-touch,adaptability
692,clauncher,66,5,83,44,50,53,62,58,63,clauncher,clauncher,True,827,water,,mega-launcher,,
693,clawitzer,100,13,353,59,71,73,88,120,89,clawitzer,clawitzer,True,828,water,,mega-launcher,,
694,helioptile,58,5,60,70,44,38,33,61,43,helioptile,helioptile,True,829,electric,normal,dry-skin,sand-veil,solar-power
695,heliolisk,168,10,210,109,62,55,52,109,94,heliolisk,heliolisk,True,830,electric,normal,dry-skin,sand-veil,solar-power
696,tyrunt,72,8,260,48,58,89,77,45,45,tyrunt,tyrunt,True,831,rock,dragon,strong-jaw,sturdy,
697,tyrantrum,182,25,2700,71,82,121,119,69,59,tyrantrum,tyrantrum,True,832,rock,dragon,strong-jaw,rock-head,
698,amaura,72,13,252,46,77,59,50,67,63,amaura,amaura,True,833,rock,ice,refrigerate,snow-warning,
699,aurorus,104,27,2250,58,123,77,72,99,92,aurorus,aurorus,True,834,rock,ice,refrigerate,snow-warning,
700,sylveon,184,10,235,60,95,65,65,110,130,sylveon,sylveon,True,224,fairy,,cute-charm,pixilate,
701,hawlucha,175,8,215,118,78,92,75,74,63,hawlucha,hawlucha,True,835,fighting,flying,limber,unburden,mold-breaker
702,dedenne,151,2,22,101,67,58,57,81,67,dedenne,dedenne,True,836,electric,fairy,cheek-pouch,pickup,plus
703,carbink,100,3,57,50,50,50,150,50,150,carbink,carbink,True,837,rock,fairy,clear-body,sturdy,
704,goomy,60,3,28,40,45,50,35,55,75,goomy,goomy,True,838,dragon,,sap-sipper,hydration,gooey
705,sliggoo,158,8,175,60,68,75,53,83,113,sliggoo,sliggoo,True,839,dragon,,sap-sipper,hydration,gooey
706,goodra,300,20,1505,80,90,100,70,110,150,goodra,goodra,True,840,dragon,,sap-sipper,hydration,gooey
707,klefki,165,2,30,75,57,80,91,80,87,klefki,klefki,True,841,steel,fairy,prankster,magician,
708,phantump,62,4,70,38,43,70,48,50,60,phantump,phantump,True,842,ghost,grass,natural-cure,frisk,harvest
709,trevenant,166,15,710,56,85,110,76,65,82,trevenant,trevenant,True,843,ghost,grass,natural-cure,frisk,harvest
710,pumpkaboo-average,67,4,50,51,49,66,70,44,55,pumpkaboo-average,pumpkaboo,True,844,ghost,grass,pickup,frisk,insomnia
711,gourgeist-average,173,9,125,84,65,90,122,58,75,gourgeist-average,gourgeist,True,848,ghost,grass,pickup,frisk,insomnia
712,bergmite,61,10,995,28,55,69,85,32,35,bergmite,bergmite,True,852,ice,,own-tempo,ice-body,sturdy
713,avalugg,180,20,5050,28,95,117,184,44,46,avalugg,avalugg,True,853,ice,,own-tempo,ice-body,sturdy
714,noibat,49,5,80,55,40,30,35,45,40,noibat,noibat,True,854,flying,dragon,frisk,infiltrator,telepathy
715,noivern,187,15,850,123,85,70,80,97,80,noivern,noivern,True,855,flying,dragon,frisk,infiltrator,telepathy
716,xerneas,340,30,2150,99,126,131,95,131,98,xerneas-active,xerneas,True,856,fairy,,fairy-aura,,
717,yveltal,340,58,2030,99,126,131,95,131,98,yveltal,yveltal,True,857,dark,flying,dark-aura,,
718,zygarde-50,300,50,3050,95,108,100,121,81,95,zygarde-50,zygarde,True,858,dragon,ground,aura-break,,
719,diancie,300,7,88,50,50,100,150,100,150,diancie,diancie,True,863,rock,fairy,clear-body,,
720,hoopa,270,5,90,70,80,110,60,150,130,hoopa,hoopa,True,865,psychic,ghost,magician,,
721,volcanion,300,17,1950,70,80,110,120,130,90,volcanion,volcanion,True,867,fire,water,water-absorb,,
722,rowlet,64,3,15,42,68,55,55,50,50,rowlet,rowlet,True,868,grass,flying,overgrow,long-reach,
723,dartrix,147,7,160,52,78,75,75,70,70,dartrix,dartrix,True,869,grass,flying,overgrow,long-reach,
724,decidueye,265,16,366,70,78,107,75,100,100,decidueye,decidueye,True,870,grass,ghost,overgrow,long-reach,
725,litten,64,4,43,70,45,65,40,60,40,litten,litten,True,871,fire,,blaze,intimidate,
726,torracat,147,7,250,90,65,85,50,80,50,torracat,torracat,True,872,fire,,blaze,intimidate,
727,incineroar,265,18,830,60,95,115,90,80,90,incineroar,incineroar,True,873,fire,dark,blaze,intimidate,
728,popplio,64,4,75,40,50,54,54,66,56,popplio,popplio,True,874,water,,torrent,liquid-voice,
729,brionne,147,6,175,50,60,69,69,91,81,brionne,brionne,True,875,water,,torrent,liquid-voice,
730,primarina,265,18,440,60,80,74,74,126,116,primarina,primarina,True,876,water,fairy,torrent,liquid-voice,
731,pikipek,53,3,12,65,35,75,30,30,30,pikipek,pikipek,True,877,normal,flying,keen-eye,skill-link,pickup
732,trumbeak,124,6,148,75,55,85,50,40,50,trumbeak,trumbeak,True,878,normal,flying,keen-eye,skill-link,pickup
733,toucannon,218,11,260,60,80,120,75,75,75,toucannon,toucannon,True,879,normal,flying,keen-eye,skill-link,sheer-force
734,yungoos,51,4,60,45,48,70,30,30,30,yungoos,yungoos,True,880,normal,,stakeout,strong-jaw,adaptability
